GLON,GLAT,RAJ2000,DEJ2000,Diam-a,Diam-b,Name,Class1,Class2,Com,Code,recno
342.08,0.23,16 53 27,-43 30 10,2.1,2.1,Bica 513,OC   ,     ,                                ,REF250                                         ,9943
342.1,-0.8,16 57 55,-44 07 51,0.7,0.7,Ryu 81,OC   ,     ,                                ,REF805                                         ,9944
342.16,0.29,16 53 27,-43 23 50,2,2,GLIMPSE 83,OC   ,     ,                                ,REF131                                         ,9950
342.17,20.6,15 41 51,-28 59 57,16,16,MWSC 5299,OC   ,     ,                                ,REF1098                                        ,9951
342.21,-21.34,18 49 31,-53 51 42,16,16,MWSC 5701,OC   ,     ,                                ,REF1098                                        ,9952
342.24,4,16 38 30,-40 55 38,1.5,1.5,Ryu 83,OC   ,     ,                                ,REF805                                         ,9954
342.24,0.54,16 52 41,-43 10 55,1.4,1.4,Ryu 82,OC   ,     ,                                ,REF805                                         ,9955
342.54,2.22,16 46 43,-41 52 37,0.7,0.7,Ryu 357,OC   ,     ,                                ,REF805                                         ,9962
342.59,2.64,16 45 10,-41 34 05,0.9,0.9,Ryu 358,OC   ,     ,                                ,REF805                                         ,9963
342.65,0.9,16 52 34,-42 38 19,0.6,0.6,Ryu 84,OC   ,     ,                                ,REF805                                         ,9965
342.71,1.18,16 51 32,-42 25 57,4,4,FSR 1744,OC   ,     ,                                ,"REF507,REF523,REF778,REF1020,REF3033           ",9967
342.75,0.74,16 53 36,-42 39 41,1.7,1.7,Ryu 085,OC   ,     ,                                ,REF805                                         ,9968
342.75,-1.33,17 02 31,-43 56 40,1,1,LS 457,OC   ,     ,                                ,REF3050                                        ,9969
342.76,-0.32,16 58 10,-43 19 03,1.5,1.5,Ryu 359,OC   ,     ,                                ,REF805                                         ,9970
342.79,16.48,15 56 29,-31 43 12,31,31,MWSC 4229,OC   ,     ,contaminated                    ,REF3031                                        ,9971
342.84,-2.26,17 06 57,-44 26 05,1,1,Ryu 360,OC   ,     ,                                ,REF805                                         ,9972
342.96,4.18,16 40 18,-40 16 29,0.7,0.7,Ryu 362,OC   ,     ,                                ,REF805                                         ,9977
343.05,3.82,16 42 03,-40 26 19,1.1,1.1,Ryu 363,OC   ,     ,                                ,REF805                                         ,9981
343.13,-4.01,17 15 52,-45 14 22,1.3,1.3,Ryu 364,OC   ,     ,                                ,REF805                                         ,9984
343.17,-1.35,17 04 00,-43 37 24,1.1,1.1,Ryu 365,OC   ,     ,                                ,REF805                                         ,9986
343.21,1.09,16 53 43,-42 04 48,0.8,0.8,Ryu 366,OC   ,     ,                                ,REF805                                         ,9987
343.21,17.54,15 54 32,-30 39 36,31,31,MWSC 4228,OC   ,     ,                                ,REF3031                                        ,9988
343.23,-0.68,17 01 18,-43 10 05,0.6,0.6,Ryu 367,OC   ,     ,                                ,REF805                                         ,9989
343.29,0.31,16 57 16,-42 30 27,1.1,1.1,Ryu 368,OC   ,     ,                                ,REF805                                         ,9990
343.3,4.38,16 40 41,-39 52 59,1.1,1.1,Ryu 370,OC   ,     ,                                ,REF805                                         ,9991
343.3,3.68,16 43 28,-40 20 57,1.1,1.1,Ryu 369,OC   ,     ,                                ,REF805                                         ,9992
343.34,-0.26,16 59 51,-42 49 02,0.8,0.8,Ryu 087,OC   ,     ,                                ,REF805                                         ,9994
343.39,5.3,16 37 27,-39 12 44,0.9,0.9,Ryu 088,OC   ,     ,                                ,REF805                                         ,9996
343.42,34.51,15 07 53,-17 25 30,38,38,MWSC 4194,OC   ,     ,                                ,REF3031                                        ,9997
343.44,1.45,16 52 59,-41 40 43,3.3,3.3,Ryu 089,OC   ,     ,                                ,REF805                                         ,9998
343.45,-3.03,17 12 24,-44 24 23,0.8,0.8,Ryu 371,OC   ,     ,                                ,REF805                                         ,9999
343.55,-1.49,17 05 52,-43 24 36,0.8,0.8,Ryu 090,OC   ,     ,                                ,REF805                                         ,10003
343.62,-18.66,18 35 35,-51 44 42,35,35,MWSC 4429,OC   ,     ,                                ,REF3031                                        ,10006
343.78,-17,18 26 00,-51 00 00,84,84,Mamajek 4,OC   ,     ,                                ,"REF208,REF891                                  ",10010
343.79,3.02,16 47 45,-40 23 57,0.9,0.9,Ryu 373,OC   ,     ,                                ,REF805                                         ,10011
343.79,21.27,15 45 07,-27 30 31,18,18,MWSC 5301,OC   ,     ,                                ,REF1098                                        ,10014
343.96,2.14,16 51 52,-40 50 01,1.2,1.2,Ryu 093,OC   ,     ,                                ,REF805                                         ,10025
344.03,2.01,16 52 40,-40 51 45,0.7,0.7,Ryu 374,OC   ,     ,                                ,REF805                                         ,10027
344.09,-1.82,17 09 06,-43 10 09,2.1,2.1,LS 468,OC   ,     ,                                ,"REF3050,REF805                                 ",10029
344.14,-9.14,17 43 55,-47 10 48,150,150,Alessi 9,OC   ,     ,                                ,"REF209,REF298,REF891                           ",10032
344.26,1.59,16 55 09,-40 56 58,3,2,Ruprecht 122,OC   ,     ,"in Harvard 12, ScoOB1, Gum 55   ","REF239,REF1015                                 ",10038
344.35,1.72,16 54 55,-40 47 48,1.3,1.3,Ryu 376,OC   ,     ,                                ,REF805                                         ,10042
344.39,1.62,16 55 29,-40 49 46,2.5,2.5,BH 203,OC   ,     ,                                ,REF233                                         ,10044
344.44,-0.45,17 04 20,-42 04 24,4,4,Teutsch 84,OC   ,     ,                                ,REF327                                         ,10046
344.58,0.89,16 59 06,-41 08 08,1.3,1.3,Ryu 095,OC   ,     ,                                ,REF805                                         ,10049
344.59,2.59,16 52 11,-40 04 02,1.3,1.3,Ryu 377,OC   ,     ,                                ,REF805                                         ,10050
344.68,-4.18,17 21 39,-44 03 55,2.4,2.4,Ryu 379,OC   ,     ,                                ,REF805                                         ,10053
344.69,4.47,16 45 00,-38 46 53,1.1,1.1,Ryu 096,OC   ,     ,                                ,REF805                                         ,10054
344.84,1.41,16 57 49,-40 36 26,0.9,0.9,Ryu 97,OC   ,     ,                                ,REF805                                         ,10061
344.84,-0.13,17 04 16,-41 33 39,1.5,1.5,Bica 516,OC   ,     ,                                ,REF250                                         ,10062
344.91,1.65,16 57 04,-40 24 10,1.2,1.2,Ryu 380,OC   ,     ,                                ,REF805                                         ,10065
344.96,0.45,17 02 11,-41 06 24,5,3.5,BH 211,OC   ,     ,                                ,"REF233,REF1015                                 ",10067
345.03,2.25,16 55 00,-39 56 24,2.3,2.3,Ryu 381,OC   ,     ,                                ,REF805                                         ,10078
345.06,-3.35,17 19 03,-43 16 37,1.7,1.7,Ryu 382,OC   ,     ,                                ,REF805                                         ,10080
345.06,-0.27,17 05 33,-41 27 54,0.9,0.9,Ryu 098,OC   ,     ,                                ,REF805                                         ,10081
345.17,3.43,16 50 43,-39 04 50,10,10,FSR 1746,OC   ,     ,                                ,"REF507,REF3033                                 ",10085
345.22,1.43,16 58 57,-40 17 56,0.6,0.6,Ryu 383,OC   ,     ,                                ,REF805                                         ,10087
345.33,-0.24,17 06 16,-41 14 08,1.2,1.2,Ryu 099,OC   ,     ,                                ,REF805                                         ,10094
345.45,-2.21,17 15 13,-42 18 18,1.1,1.1,Ryu 385,OC   ,     ,                                ,REF805                                         ,10108
345.46,2.46,16 55 33,-39 27 39,10,8.5,NGC 6242,OC   ,     ,                                ,REF239                                         ,10110
345.52,-1.53,17 12 25,-41 51 04,1,1,Ryu 9,OC   ,     ,                                ,REF805                                         ,10116
345.7,2.13,16 57 40,-39 29 10,0.6,0.6,Ryu 101,OC   ,     ,                                ,REF805                                         ,10123
345.72,0.85,07 02 59,-40 15 50,0.8,0.7,Ryu 102,OC   ,     ,in pair                         ,REF805                                         ,10126
345.75,0.48,17 04 36,-40 28 02,0.9,0.9,Ryu 103,OC   ,     ,                                ,REF805                                         ,10127
345.79,-0.01,17 06 47,-40 43 51,0.7,0.7,Ryu 386,OC   ,     ,                                ,REF805                                         ,10128
345.8,-0.17,17 07 30,-40 48 49,6.5,4.5,ESO 332-22,OC   ,     ,dust absorption nearby          ,REF234                                         ,10129
345.82,-43.9,21 21 29,-51 48 43,30,20,ESO 236-7,OC   ,     ,                                ,REF234                                         ,10130
345.84,-0.12,17 07 26,-40 45 04,2,2,Bica 520,OC   ,     ,                                ,REF250                                         ,10132
345.87,-24.72,19 16 52,-51 29 30,20,17,ESO 231-30,OC   ,     ,                                ,REF234                                         ,10136
345.94,2.66,16 56 17,-38 58 31,1.3,1.3,Ryu 387,OC   ,     ,                                ,REF805                                         ,10141
345.97,0.58,17 04 53,-40 13 57,0.6,0.6,Ryu 388,OC   ,     ,                                ,REF805                                         ,10143
346.01,-2.73,17 19 14,-42 08 43,1,1,Ryu 389,OC   ,     ,                                ,REF805                                         ,10144
346.04,0.94,17 03 39,-39 57 16,1.3,1.3,Ryu 105,OC   ,     ,                                ,REF805                                         ,10145
346.04,1.29,17 02 10,-39 43 42,6,6,NGC 6268,OC   ,     ,                                ,REF239                                         ,10146
346.05,0.61,17 05 01,-40 08 14,1.5,1.3,LS 460,OC   ,     ,                                ,REF3050                                        ,10147
346.16,-5.3,17 31 18,-43 27 29,1.3,1.3,Ryu 390,OC   ,     ,                                ,REF805                                         ,10151
346.25,-0.79,17 11 35,-40 49 27,0.6,0.6,Ryu 391,OC   ,     ,                                ,REF805                                         ,10153
346.32,-0.56,17 10 49,-40 37 53,0.7,0.7,Ryu 106,OC   ,     ,                                ,REF805                                         ,10155
346.37,-0.6,17 11 08,-40 36 37,1.6,1.6,Ryu 107,OC   ,     ,                                ,REF805                                         ,10156
346.44,8.22,16 36 35,-35 00 09,5,5,FSR 1748,OC   ,     ,core                            ,"REF507,REF3033                                 ",10157
346.48,13.76,16 17 22,-31 12 12,7,7,FSR 1749,OC   ,     ,                                ,"REF507,REF3033                                 ",10158
346.54,-0.4,17 10 47,-40 21 32,0.9,0.9,Ryu 108,OC   ,     ,                                ,REF805                                         ,10159
346.61,0.43,17 07 32,-39 48 36,0.7,0.7,Ryu 392,OC   ,     ,                                ,REF805                                         ,10161
346.72,1.84,17 02 06,-38 52 00,5,5,FSR 1750,OC   ,     ,                                ,"REF507,REF1020,REF3033                         ",10162
346.72,15.38,16 12 45,-29 54 18,30,30,MWSC 4248,OC   ,     ,                                ,REF3031                                        ,10163
346.77,-1.51,17 16 18,-40 49 25,5,4,BH 217,OC   ,     ,                                ,"REF233,REF1015                                 ",10164
346.82,0.82,17 06 34,-39 24 31,1,1,Ryu 109,OC   ,     ,                                ,REF805                                         ,10165
346.87,12.2,16 23 51,-32 00 18,4,4,FSR 1751,OC   ,     ,core                            ,"REF507,REF3033                                 ",10166
347,-2.55,17 21 27,-41 13 49,0.7,0.7,Ryu 393,OC   ,     ,                                ,REF805                                         ,10169
347.1,3.61,16 56 12,-37 28 29,0.5,0.5,Ryu 394,OC   ,     ,                                ,REF805                                         ,10172
347.2,-0.77,17 14 23,-40 02 35,0.8,0.8,Ryu 110,OC   ,     ,                                ,REF805                                         ,10175
347.29,-1.93,17 19 39,-40 38 28,1.2,1.2,Ryu 111,OC   ,     ,                                ,REF805                                         ,10179
347.32,2.72,17 00 25,-37 51 25,1.1,1.1,Ryu 396,OC   ,     ,                                ,REF805                                         ,10180
347.33,0.54,17 09 18,-39 10 02,0.9,0.9,Ryu 397,OC   ,     ,                                ,REF805                                         ,10181
347.34,2.39,17 01 47,-38 02 02,0.8,0.8,Ryu 398,OC   ,     ,                                ,REF805                                         ,10182
347.34,-0.39,17 13 14,-39 42 18,4,4,Teutsch 85,OC   ,     ,                                ,"REF327,REF783                                  ",10183
347.42,-0.25,17 12 53,-39 33 40,1,1,Ryu 399,OC   ,     ,                                ,REF805                                         ,10185
347.43,1.49,17 05 42,-38 30 53,0.8,0.8,Ryu 112,OC   ,     ,                                ,REF805                                         ,10186
347.46,-2.07,17 20 46,-40 34 57,2.4,2.4,Ryu 113,OC   ,     ,                                ,REF805                                         ,10188
347.47,1.12,17 07 23,-38 42 19,0.9,0.9,Ryu 114,OC   ,     ,                                ,REF805                                         ,10189
347.71,-0.29,17 13 54,-39 20 57,0.8,0.8,Ryu 115,OC   ,     ,                                ,REF805                                         ,10196
347.76,2,17 04 40,-37 56 30,9,8,NGC 6281,OC   ,     ,superimposed on RCW 119?        ,REF239                                         ,10197
347.9,-0.69,17 16 12,-39 25 30,5,4,NGC 6318,OC   ,     ,                                ,"REF239,REF625                                  ",10202
347.91,2.5,17 03 08,-37 31 19,0.9,0.9,Ryu 400,OC   ,     ,                                ,REF805                                         ,10204
348.04,-0.32,17 15 01,-39 06 07,5,5,FSR 1754,OC   ,     ,"contam.,at edge of dark nebula  ","REF507,REF989,REF970,REF1089,REF3033           ",10208
348.06,0.49,17 11 45,-38 36 19,0.6,0.6,Ryu 401,OC   ,     ,                                ,REF805                                         ,10209
348.11,-3.27,17 27 57,-40 43 21,5,5,Ruprecht 124,OC   ,     ,                                ,"REF239,REF298                                  ",10210
348.15,0.53,17 11 50,-38 30 27,0.8,0.8,Ryu 403,OC   ,     ,                                ,REF805                                         ,10211
348.17,-3.92,17 31 00,-41 01 34,0.6,0.6,Ryu 404,OC   ,     ,                                ,REF805                                         ,10214
348.17,-5.02,17 35 53,-41 37 23,2.3,2.3,Ryu 116,OC   ,     ,                                ,REF805                                         ,10215
348.21,-1.08,17 18 45,-39 24 02,0.7,0.7,Ryu 405,OC   ,     ,                                ,REF805                                         ,10217
348.24,-0.02,17 14 24,-38 45 20,0.9,0.9,LS 477,OC   ,     ,"in pair, includes bright star   ",REF3050                                        ,10220
348.25,0.66,17 11 37,-38 21 03,1,1,LS 474,OC   ,     ,                                ,REF3050                                        ,10223
348.26,0,17 14 23,-38 43 47,0.8,0.8,Ryu 406,OC   ,     ,in pair                         ,REF805                                         ,10225
348.3,3.08,17 02 00,-36 51 44,0.9,0.9,Ryu 117,OC   ,     ,                                ,REF805                                         ,10228
348.37,-1.04,17 19 03,-39 14 39,1,1,Ryu 118,OC   ,     ,                                ,REF805                                         ,10229
348.42,3.55,17 00 32,-36 28 40,1.1,1.1,Ryu 120,OC   ,     ,                                ,REF805                                         ,10230
348.42,-1.44,17 20 53,-39 26 03,0.8,0.8,Ryu 119,OC   ,     ,                                ,REF805                                         ,10231
348.42,-0.21,17 15 45,-38 43 32,1.3,1.3,Teutsch 86,OC   ,     ,                                ,REF1070                                        ,10232
348.5,-3.39,17 29 38,-40 27 38,14,14,Ruprecht 125,OC   ,     ,                                ,REF239                                         ,10233
348.51,0.14,17 14 32,-38 27 04,0.7,0.7,Ryu 121,OC   ,     ,                                ,REF805                                         ,10234
348.56,5.84,16 52 07,-34 56 44,10,10,FSR 1756,OC   ,     ,                                ,REF507                                         ,10237
348.6,-13.31,18 17 04,-45 15 25,5,5,FSR 1757,OC   ,     ,core                            ,REF507                                         ,10241
348.63,4.8,16 56 17,-35 32 29,0.9,0.9,Ryu 122,OC   ,     ,                                ,REF805                                         ,10243
348.65,3.39,17 01 50,-36 23 36,0.8,0.8,Ryu 123,OC   ,     ,                                ,REF805                                         ,10244
348.73,0.32,17 14 26,-38 09 51,1,1,VVV 99,OC   ,     ,includes WR star                ,"REF903,REF1170                                 ",10249
348.78,-3.9,17 32 37,-40 30 23,0.9,0.9,Ryu 408,OC   ,     ,                                ,REF805                                         ,10251
348.9,-2.58,17 27 11,-39 40 34,1.3,1.3,Ryu 409,OC   ,     ,                                ,REF805                                         ,10252
348.93,3.68,17 01 34,-35 59 45,0.8,0.8,Ryu 410,OC   ,     ,                                ,REF805                                         ,10254
349.05,4.1,17 00 16,-35 38 37,1.5,1.5,Ryu 124,OC   ,     ,                                ,REF805                                         ,10256
349.06,-0.09,17 17 08,-38 08 25,0.9,0.9,Ryu 411,OC   ,     ,                                ,REF805                                         ,10257
349.08,-1.93,17 24 56,-39 10 18,1.1,1.1,Ryu 412,OC   ,     ,                                ,REF805                                         ,10259
349.12,-0.83,17 20 22,-38 30 42,0.8,0.8,Ryu 125,OC   ,     ,                                ,REF805                                         ,10261
349.12,-0.44,17 18 47,-38 17 22,2.5,2,BH 222,OC   ,     ,                                ,REF233                                         ,10263
349.13,-32.43,20 07 50,-49 51 36,27,27,MWSC 4545,OC   ,     ,                                ,REF3031                                        ,10264
349.14,-1.77,17 24 29,-39 01 30,8,8,Trumpler 25,OC   ,     ,                                ,"REF239,REF610                                  ",10266
349.15,2.43,17 07 10,-36 34 46,1.1,1.1,Ryu 413,OC   ,     ,                                ,REF805                                         ,10267
349.2,-3.34,17 31 21,-39 51 09,5,5,FSR 1758,OC   ,     ,                                ,REF507                                         ,10270
349.24,-1.11,17 21 55,-38 34 17,0.6,0.6,Ryu 126,OC   ,     ,                                ,REF805                                         ,10271
349.26,-4.53,17 36 46,-40 26 16,0.9,0.9,Ryu 414,OC   ,     ,                                ,REF805                                         ,10272
349.29,-0.16,17 18 07,-37 59 09,0.9,0.9,Ryu 415,OC   ,     ,                                ,REF805                                         ,10273
349.52,3.37,17 04 32,-35 43 14,0.9,0.9,Ryu 416,OC   ,     ,                                ,REF805                                         ,10277
349.56,-0.26,17 19 18,-37 49 47,1.1,1.1,Ryu 417,OC   ,     ,                                ,REF805                                         ,10279
349.57,0.43,17 16 29,-37 25 01,1,1,Ryu 418,OC   ,     ,                                ,REF805                                         ,10280
349.67,4.61,17 00 09,-34 50 19,1.8,1.8,Ryu 127,OC   ,     ,                                ,REF805                                         ,10282
349.77,1.49,17 12 45,-36 38 27,0.9,0.9,Ryu 419,OC   ,     ,                                ,REF805                                         ,10285
349.88,5.03,16 59 10,-34 24 50,0.9,0.9,Ryu 420,OC   ,     ,                                ,REF805                                         ,10289
349.95,-5.21,17 41 45,-40 13 05,2,2,Bica 525,OC   ,     ,                                ,REF250                                         ,10295
349.97,-5.15,17 41 31,-40 09 50,7,7,Trumpler 29,OC   ,lPOCR,                                ,REF239                                         ,10296
349.98,0.03,17 19 18,-37 18 37,1.2,1.2,Ryu 129,OC   ,     ,                                ,REF805                                         ,10297
350.03,-9.31,18 00 50,-42 11 31,0.8,0.8,VVV 168,OC   ,     ,                                ,REF5000                                        ,10301
350.04,-0.54,17 21 50,-37 35 27,0.6,0.6,Ryu 130,OC   ,     ,                                ,REF805                                         ,10302
350.1,-1.89,17 27 42,-38 17 53,0.7,0.7,Ryu 131,OC   ,     ,                                ,REF805                                         ,10304
350.17,-9.3,18 01 06,-42 04 15,0.5,0.5,VVV 169,OC   ,     ,                                ,REF5000                                        ,10307
350.18,4.82,17 00 51,-34 18 56,1.1,1.1,Ryu 421,OC   ,     ,                                ,REF805                                         ,10309
350.18,-9.89,18 03 56,-42 20 07,0.5,0.5,VVV 171,OC   ,     ,                                ,REF5000                                        ,10310
350.18,-9.28,18 01 03,-42 03 09,0.5,0.5,VVV CC170,OC   ,     ,                                ,REF5000                                        ,10313
350.2,-2,17 28 25,-38 16 49,0.7,0.7,Ryu 423,OC   ,     ,                                ,REF805                                         ,10315
350.27,-0.46,17 22 12,-37 21 13,0.8,0.8,Ryu 424,OC   ,     ,                                ,REF805                                         ,10319
350.31,19.7,16 09 37,-24 26 20,22,22,MWSC 5309,OC   ,     ,                                ,REF1098                                        ,10321
350.53,-0.3,17 22 15,-37 03 04,1.4,1.4,Ryu 425,OC   ,     ,                                ,REF805                                         ,10331
350.53,-10.16,18 06 07,-42 09 46,0.6,0.6,VVV 172,OC   ,     ,                                ,REF5000                                        ,10332
350.55,10.36,16 41 33,-30 32 06,19,19,MWSC 4286,OC   ,     ,                                ,REF3031                                        ,10334
350.7,1.07,17 17 08,-36 07 36,1.5,1.5,Bica 531,OC   ,     ,                                ,REF250                                         ,10342
350.79,3.39,17 08 12,-34 41 27,0.8,0.8,Ryu 427,OC   ,     ,                                ,REF805                                         ,10353
350.79,-9.28,18 02 35,-41 31 08,0.4,0.6,VVV 174,OC   ,     ,                                ,REF5000                                        ,10354
350.8,-0.48,17 23 45,-36 55 37,1,1,Ryu 428,OC   ,     ,                                ,REF805                                         ,10355
350.8,-9.68,18 04 29,-41 41 33,0.6,0.6,VVV 173,OC   ,     ,                                ,REF5000                                        ,10358
350.87,-9.88,18 05 38,-41 43 58,0.3,0.6,VVV 175,OC   ,     ,                                ,REF5000                                        ,10359
350.88,5.83,16 59 04,-33 08 42,6,6,FSR 1763,OC   ,     ,contaminated                    ,"REF507,REF3033                                 ",10363
350.89,-21.77,19 06 51,-46 16 28,14,14,MWSC 5705,OC   ,     ,                                ,REF1098                                        ,10366
350.99,-0.12,17 22 50,-36 34 16,0.5,0.5,VVV 111,OC   ,     ,old OC                          ,REF1000                                        ,10375
351.01,1.56,17 16 03,-35 35 30,0.7,0.7,Ryu 133,OC   ,     ,                                ,REF805                                         ,10378
351.13,-9.62,18 05 01,-41 22 49,0.2,0.6,VVV 176,OC   ,     ,                                ,REF5000                                        ,10383
351.24,27.54,15 48 18,-18 18 18,19,19,MWSC 4225,OC   ,     ,                                ,REF3031                                        ,10402
351.26,2.87,17 11 36,-34 37 16,1,1,Ryu 134,OC   ,     ,                                ,REF805                                         ,10404
351.46,2.03,17 15 26,-34 57 01,1.4,1.4,Ryu 136,OC   ,     ,                                ,REF805                                         ,10431
351.47,4.96,17 04 06,-33 12 08,1.4,1.4,Ryu 433,OC   ,     ,                                ,REF805                                         ,10433
351.47,-6.25,17 50 23,-39 26 59,1,1,Ryu 432,OC   ,     ,                                ,REF805                                         ,10434
351.58,20.22,16 11 35,-23 12 52,19,19,MWSC 5311,OC   ,     ,                                ,REF1098                                        ,10442
351.6,-0.93,17 27 50,-36 31 11,1.5,1.5,Ryu 436,OC   ,     ,                                ,REF805                                         ,10446
351.65,3.3,17 10 59,-34 03 08,1.6,1.6,Ryu 437,OC   ,     ,                                ,REF805                                         ,10451
351.69,-0.61,17 26 47,-36 16 16,0.8,0.8,Ryu 439,OC   ,     ,                                ,REF805                                         ,10457
351.72,-3.33,17 38 19,-37 43 12,25,25,Collinder 338,OC   ,     ,                                ,REF239                                         ,10462
351.73,-1.64,17 31 12,-36 48 00,14,9,Harvard 16,OC   ,     ,                                ,REF239                                         ,10464
351.77,5.41,17 03 16,-32 41 37,1.7,1.7,Ryu 138,OC   ,     ,                                ,REF805                                         ,10466
351.83,-2.42,17 34 43,-37 08 37,0.8,0.8,Ryu 441,OC   ,     ,                                ,REF805                                         ,10471
351.94,-26,19 32 01,-46 26 06,19,19,MWSC 4498,OC   ,     ,                                ,REF3031                                        ,10477
352.04,3.7,17 10 34,-33 30 16,2.2,2.2,Ryu 139,OC   ,     ,                                ,REF805                                         ,10478
352.1,1.7,17 18 33,-34 37 11,0.9,0.9,Ryu 445,OC   ,     ,                                ,REF805                                         ,10483
352.17,-1.64,17 32 21,-36 25 48,0.8,0.8,VVV 120,OC   ,     ,old OC                          ,REF1000                                        ,10491
352.22,-2.12,17 34 30,-36 39 01,8,8,FSR 1766,OC   ,     ,contaminated                    ,"REF507,REF3033                                 ",10493
352.23,-4.96,17 46 40,-38 08 18,1.3,1.3,Ryu 448,OC   ,     ,                                ,REF805                                         ,10494
352.27,-2.94,17 38 05,-37 02 44,0.8,0.8,Ryu 449,OC   ,     ,                                ,REF805                                         ,10499
352.38,-11.33,18 16 08,-41 03 45,9.5,7,ESO 335-5,OC   ,     ,                                ,REF234                                         ,10506
352.48,0.1,17 26 03,-35 12 57,1.5,1.5,Ryu 452,OC   ,     ,                                ,REF805                                         ,10512
352.48,1.76,17 19 22,-34 16 31,0.5,0.5,VVV 108,OC   ,     ,core                            ,REF1000                                        ,10513
352.49,33.37,15 34 37,-13 22 43,20,20,MWSC 5295,OC   ,     ,                                ,REF1098                                        ,10516
352.57,5.99,17 03 19,-31 42 30,1.2,1.2,Ryu 455,OC   ,     ,                                ,REF805                                         ,10525
352.57,0.05,17 26 30,-35 10 11,0.7,0.7,Ryu 454,OC   ,     ,                                ,REF805                                         ,10526
352.57,-3.24,17 40 13,-36 57 10,11,9,NGC 6400,OC   ,     ,                                ,"REF239,REF985                                  ",10527
352.58,0.41,17 25 04,-34 57 24,0.6,0.6,Ryu 456,OC   ,     ,                                ,REF805                                         ,10528
352.74,-5.19,17 48 59,-37 49 35,1.9,1.9,Ryu 458,OC   ,     ,                                ,REF805                                         ,10537
352.85,20.19,16 15 12,-22 22 09,25,25,MWSC 5316,OC   ,     ,                                ,REF1098                                        ,10539
352.86,4.71,17 08 59,-32 14 27,0.9,0.9,Ryu 459,OC   ,     ,                                ,REF805                                         ,10540
352.89,-2.24,17 36 47,-36 09 26,1,1,Ryu 460,OC   ,     ,                                ,REF805                                         ,10548
353.04,0.06,17 27 45,-34 46 15,0.7,0.7,Bica 588,OC   ,     ,in NGC 6357                     ,REF250                                         ,10561
353.09,3.49,17 14 19,-32 46 56,2.2,2.2,Ryu 140,OC   ,     ,                                ,REF805                                         ,10570
353.1,0.38,17 26 36,-34 32 50,0.9,0.9,Ryu 463,OC   ,     ,                                ,REF805                                         ,10574
353.13,-4.94,17 48 54,-37 21 36,12,12,ASCC 91,OC   ,     ,                                ,"REF306,REF009                                  ",10581
353.13,0.92,17 24 31,-34 13 10,0.8,0.8,VVV 164,OC   ,     ,"old OC, projected on NGC 6357   ","REF1010,REF1035,REF1800                        ",10582
353.27,-1.91,17 36 27,-35 39 16,1.3,1.3,VVV 123,OC   ,     ,old OC                          ,REF1000                                        ,10621
353.3,-3.06,17 41 18,-36 14 34,0.8,0.8,Ryu 468,OC   ,     ,                                ,REF805                                         ,10624
353.31,6.13,17 04 52,-31 02 16,4,4,FSR 1769,OC   ,     ,contaminated                    ,"REF507,REF970,REF3033                          ",10629
353.43,1.74,17 22 06,-33 30 14,2.1,2.1,Ryu 470,OC   ,     ,                                ,REF805                                         ,10645
353.51,-2.29,17 38 40,-35 39 04,2.5,2,ESO 393-12,OC   ,     ,                                ,REF234                                         ,10652
353.61,-2.44,17 39 33,-35 39 01,1.9,1.9,Ryu 473,OC   ,     ,                                ,REF805                                         ,10661
353.64,-2.98,17 41 52,-35 54 59,0.9,0.9,Ryu 474,OC   ,     ,                                ,REF805                                         ,10662
353.65,1.83,17 22 19,-33 16 49,1,1,Ryu 475,OC   ,     ,                                ,REF805                                         ,10664
353.82,5.74,17 07 45,-30 51 56,1.7,1.7,Ryu 143,OC   ,     ,                                ,REF805                                         ,10670
353.89,1.42,17 24 34,-33 18 35,1,1,VVV 113,OC   ,     ,                                ,REF1000                                        ,10672
353.93,-1.77,17 37 36,-35 01 33,5,4,NGC 6396,OC   ,     ,                                ,REF239                                         ,10675
353.99,3.01,17 18 39,-32 18 49,13,11,BH 221,OC   ,     ,                                ,REF233                                         ,10677
354.09,-0.17,17 31 32,-34 01 17,6,6,Collinder 333,OC   ,     ,                                ,REF239                                         ,10679
354.2,4,17 15 22,-31 34 44,1.7,1.7,Ryu 477,OC   ,     ,                                ,REF805                                         ,10685
354.22,-18.13,18 53 14,-42 08 09,6,6,FSR 1773,OC   ,     ,contaminated                    ,REF507                                         ,10687
354.29,-1.91,17 39 07,-34 48 00,18,18,ASCC 90,OC   ,     ,                                ,"REF306,REF891                                  ",10690
354.3,1.79,17 24 14,-32 45 30,1,1,VVV 102,OC   ,     ,loose                           ,REF1000                                        ,10691
354.51,5.61,17 10 07,-30 23 07,1,1,Ryu 478,OC   ,     ,                                ,REF805                                         ,10696
354.55,-0.8,17 35 14,-33 59 00,1,1,Ryu 479,OC   ,     ,                                ,REF805                                         ,10697
354.55,-5.8,17 56 12,-36 34 16,4,4,FSR 1775,OC   ,     ,contaminated                    ,"REF507,REF3033                                 ",10698
354.55,-8.65,18 08 43,-37 56 43,6,6,FSR 1774,OC   ,     ,contaminated                    ,REF507                                         ,10699
354.56,-0.1,17 32 27,-33 35 24,1.3,1.3,Bica 626,OC   ,     ,                                ,REF250                                         ,10700
354.59,-3.04,17 44 35,-35 08 06,0.9,0.9,Teutsch J1744.5-3508,OC   ,     ,dense                           ,REF913                                         ,10702
