GLON,GLAT,RAJ2000,DEJ2000,Diam-a,Diam-b,Name,Class1,Class2,Com,Code,recno
225.34,-5.57,06 54 03,-13 34 03,5,5,DC 4|MWSC 1010,OC   ,     ,related to CMaR1?               ,REF322                                         ,6206
225.47,-5.51,06 54 30,-13 39 27,7,7,FSR 1197|MWSC 1015,OC   ,     ,rel. CMaR1?                     ,REF507                                         ,6211
225.53,1.77,07 21 06,-10 22 04,6,5,NGC 2368|Collinder 138|OCL 571|MWSC 1186,OC   ,     ,rel. CMaR1?                     ,REF239|REF1013                                 ,6213
225.81,-2.44,07 06 22,-12 34 09,8,8,FSR 1199|MWSC 1097,OC   ,     ,rel. CMaR1                      ,REF507                                         ,6217
225.91,-2.03,07 08 04,-12 27 49,5,5,FSR 1200|MWSC 1117,OC   ,     ,rel. CMaR1?                     ,REF507                                         ,6218
226.01,-16.09,06 15 35,-18 39 45,13,13,NGC 2204|Melotte 44|Collinder 88|OCL 572|ESO 556-7|FSR 1201|MWSC 2204,OC   ,     ,                                ,REF239|REF1020                                 ,6220
226.06,-4.45,06 59 30,-13 42 00,13,13,NGC 2318|MWSC 1050,OC   ,     ,                                ,REF226|REF667|REF1051                          ,6221
226.13,-2.32,07 07 26,-12 47 54,5,5,FSR 1202|MWSC 1110,OC   ,     ,contaminated                    ,REF507                                         ,6225
226.15,7.83,07 43 50,-08 00 54,5,5,FSR 1203|MWSC 1319,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,6226
226.32,-2.17,07 08 20,-12 53 28,5,5,FSR 1204|MWSC 1121,OC   ,     ,                                ,REF507                                         ,6232
226.33,-19.13,06 04 17,-20 08 01,10,10,FSR 1205|MWSC 716,OC   ,     ,                                ,REF507                                         ,6233
226.33,4.15,07 31 10,-09 56 45,3,3,Czernik 30|OCL 574|MWSC 1253,OC   ,     ,                                ,REF239|REF766|REF628|REF1037                   ,6234
226.55,16.53,08 15 07,-04 04 30,10,10,MWSC 1458,OC   ,     ,not BIP 14                      ,REF9000                                        ,6238
226.6,-9.63,06 41 15,-16 29 05,6,6,Berkeley 25|OCL 576|MWSC 955,OC   ,     ,related to Canis Major Dwarf    ,REF239|REF1037                                 ,6240
227.02,-2.88,07 07 04,-13 50 51,8,8,FSR 1209|MWSC 1105,OC   ,     ,                                ,REF507                                         ,6245
227.34,-8.75,06 45 53,-16 45 00,13,13,Gaia 1|Siriusly,OC   ,     ,d=4.6kpc| Mv=-5| 6 Gyr          ,REF6010|REF6017|REF3419                        ,6252
227.46,1.29,07 23 05,-12 17 43,6,6,Haffner 8|OCL 578|MWSC 1200,OC   ,     ,                                ,REF239|REF887                                  ,6255
227.49,-0.57,07 16 23,-13 11 50,4,4,Berkeley 36|OCL 577|FSR 1214|MWSC 1156,OC   ,     ,related to Canis Major Dwarf?   ,REF239|REF1020|REF1037|REF1043|REF3032|REF3033 ,6256
227.55,2.65,07 28 09,-11 44 11,10,10,NGC 2396|Collinder 148|OCL 579|MWSC 1232,OC   ,     ,                                ,REF239|REF985                                  ,6258
227.86,5.36,07 38 25,-10 41 50,4,3,Melotte 72|Collinder 156|OCL 581|FSR 1215|MWSC 1293,OC   ,     ,                                ,REF239|REF731|REF1020|REF1037|REF302|REF3033   ,6262
227.86,0.23,07 20 02,-13 08 45,8,6,Haffner 6|OCL 582|MWSC 1177,OC   ,     ,                                ,REF239                                         ,6263
227.9,15.39,08 13 45,-05 46 42,41,33,M 48|NGC 2548|Melotte 85|Collinder 179|OCL 584|FSR 1217|MWSC 1454,OC   ,     ,                                ,REF239|REF1020                                 ,6264
227.94,-3.62,07 06 04,-14 59 58,4,3,Haffner 4|OCL 583|MWSC 1094,OC   ,     ,                                ,REF239|REF1037                                 ,6265
228.27,-0.74,07 17 15,-13 57 55,9,5,Basel 11A|OCL 584.1|MWSC 1162,OC   ,lPOCR,                                ,REF239                                         ,6270
228.41,1.03,07 23 59,-13 15 30,8,8,NGC 2374|Collinder 139|OCL 585|MWSC 1206,OC   ,     ,                                ,REF239                                         ,6271
228.79,6.32,07 43 41,-11 02 17,5.5,5.5,FSR 1220|MWSC 1318,OC   ,     ,contaminated                    ,REF507                                         ,6275
228.8,-18.75,06 09 36,-22 09 06,300,300,Platais 5|HIP 28944 Group|MWSC 763,OC   ,     ,nearby| open cluster            ,REF203                                         ,6276
228.85,10.28,07 57 47,-09 08 11,5,5,FSR 1221|MWSC 1390,OC   ,     ,rather faint stars              ,REF507                                         ,6277
228.95,4.51,07 37 33,-12 03 30,10,10,Melotte 71|Collinder 155|OCL 587|FSR 1222|MWSC 1287,OC   ,     ,                                ,REF239|REF1020|REF3032|REF3033                 ,6280
228.96,-3.79,07 07 22,-15 59 08,6,6,FSR 1223|MWSC 1109,OC   ,     ,contaminated                    ,REF507                                         ,6281
229.35,3.09,07 33 17,-13 06 00,13,9,NGC 2413|MWSC 1262,OC   ,     ,                                ,REF226|REF296|REF985                           ,6286
229.66,1.85,07 29 25,-13 58 16,2.5,2,NGC 2401|Collinder 149|OCL 588|MWSC 1241,OC   ,     ,                                ,REF239|REF1037                                 ,6288
229.83,-1.41,07 17 48,-15 39 10,10,10,NGC 2360|Melotte 64|Collinder 134|OCL 589|FSR 1225|MWSC 1165,OC   ,     ,                                ,REF239|REF1020                                 ,6290
229.86,2.43,07 31 53,-13 51 36,6,6,FSR 1227|MWSC 1256,OC   ,     ,                                ,REF507                                         ,6291
229.86,2.7,07 32 50,-13 43 54,6,6,FSR 1226|MWSC 1260,OC   ,     ,                                ,REF507                                         ,6292
229.97,2.85,07 33 36,-13 45 36,22,22,ASCC 40|MWSC 1266,OC   ,     ,                                ,REF306                                         ,6295
229.98,-3.75,07 09 26,-16 52 30,19,19,Haffner 23|OCL 590|MWSC 1127|MWSC 26,OC   ,     ,                                ,REF239                                         ,6296
230.28,0.63,07 26 09,-15 05 26,3.5,3.5,Waterloo 7|MWSC 1220,OC   ,     ,                                ,REF237|REF298                                  ,6301
230.5,3.54,07 37 10,-13 53 00,20,20,NGC 2423|Melotte 70|Collinder 153|OCL 592|MWSC 1283,OC   ,     ,                                ,REF239                                         ,6303
230.57,9.94,08 00 03,-10 46 30,13,13,NGC 2506|Melotte 80|Collinder 170|OCL 593|FSR 1230|MWSC 1406,OC   ,     ,                                ,REF239|REF1020|REF3032|REF3033                 ,6307
230.79,0.95,07 28 23,-15 23 10,6,4,Czernik 29|OCL 595|MWSC 1234,OC   ,     ,                                ,REF239                                         ,6313
230.8,1.01,07 28 36,-15 22 14,5.5,4,Haffner 10|OCL 594|FSR 1231|MWSC 1237,OC   ,     ,                                ,REF239|REF1020|REF3032|REF3033                 ,6315
230.95,-2.26,07 16 52,-17 03 00,15,10,NGC 2358|MWSC 1159,OC   ,     ,                                ,REF226|REF985                                  ,6317
230.97,3.11,07 36 33,-14 30 10,34,30,M 47|NGC 2422|Melotte 68|Collinder 152|OCL 596|Escorial 21|MWSC 1278,OC   ,     ,                                ,REF239|REF3033|REF3061|REF1733                 ,6318
231.02,-10.47,06 45 55,-20 45 59,38,38,M 41|NGC 2287|Melotte 52|Collinder 118|OCL 597|ESO 557-14|MWSC 978,OC   ,     ,                                ,REF239                                         ,6320
231.35,2.58,07 35 24,-15 05 30,3,3,Alessi 17|MWSC 1271,OC   ,lPOCR,                                ,REF298|REF891|REF1070                          ,6327
231.51,3.3,07 38 20,-14 52 50,7,5,NGC 2425|Haffner 12|OCL 599|FSR 1238|MWSC 1291,OC   ,     ,                                ,REF239|REF885|REF1020|REF1037                  ,6333
231.6,-2.17,07 18 27,-17 34 40,3,3,Teutsch 49|DSH J0718.4-1734|DC 2|MWSC 1172,OC   ,     ,                                ,REF327|REF322|REF783                           ,6337
231.79,-0.58,07 24 42,-17 00 10,6,5,Haffner 9|OCL 600|FSR 1240|MWSC 1214,OC   ,     ,dynamically advanced            ,REF239|REF792|REF1037|REF3032|REF3033|REF3416  ,6339
231.81,16.24,08 24 30,-08 33 32,140,140,AT 4|Alessi-Teutsch 4|Alessi 26|TRSG 3|UBC 12,OC   ,     ,                                ,REF891|REF813|REF7999|REF8003                  ,6340
231.85,4.05,07 41 44,-14 48 48,24,24,M 46|NGC 2437|Melotte 75|Collinder 159|OCL 601|FSR 1241|MWSC 1313,OC   ,     ,inc planetary nebula NGC 2438   ,REF239|REF1020                                 ,6341
231.99,-6.15,07 04 15,-19 45 15,3.5,3,Auner 1|ESO 558-8|MWSC 1087,OC   ,     ,related to Canis Majoris Dwarf? ,REF234|REF886|REF1037                          ,6344
232.02,1.98,07 34 33,-15 58 22,7,7,FSR 1243|MWSC 1269,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,6345
232.04,2.69,07 37 11,-15 38 48,15,15,Ruprecht 26|OCL 602|FSR 1244|MWSC 1285,OC   ,     ,                                ,REF239|REF985|REF782|REF1020                   ,6346
232.33,-7.31,07 00 28,-20 33 59,6,6,Tombaugh 1|Haffner 1|OCL 603|ESO 558-4|FSR 1246|MWSC 1060,OC   ,     ,                                ,REF239|REF302|REF1020|REF3032|REF3033          ,6351
232.54,-5.86,07 06 26,-20 06 00,6,6,Ruprecht 10|OCL 604|ESO 558-10|MWSC 1098,OC   ,     ,                                ,REF239|REF782                                  ,6355
232.83,-6.88,07 03 06,-20 49 10,5,5,Tombaugh 2|Haffner 2|OCL 605|ESO 558-7|FSR 1250|MWSC 1076,OC   ,     ,related to Canis Major Dwarf?   ,REF239|REF739|REF1020|REF1037                  ,6361
232.91,19.86,08 39 07,-07 32 04,6,6,FSR 1251|MWSC 1521,OC   ,     ,rather faint stars              ,REF507                                         ,6363
233.05,3.25,07 41 16,-16 15 04,14,12,Ruprecht 151|OCL 606|MWSC 1309,OC   ,     ,                                ,REF239                                         ,6366
233.06,2.71,07 39 21,-16 31 17,14,9,NGC 2428|MWSC 1297,OC   ,     ,                                ,REF226|REF985                                  ,6367
233.07,-1.82,07 22 38,-18 42 28,7.5,7.5,FSR 1252|MWSC 1195,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,6368
233.23,-0.93,07 26 17,-18 25 55,6,6,FSR 1253|SAI 76|MWSC 1221,OC   ,     ,                                ,REF507|REF778                                  ,6369
233.25,-5.97,07 07 21,-20 47 28,3.5,3.5,Ruprecht 11|OCL 607|ESO 558-12|MWSC 1108,OC   ,     ,                                ,REF239                                         ,6370
233.45,-0.35,07 28 52,-18 21 00,10,10,Haffner 24|OCL 608|ESO 559-14|MWSC 1239,OC   ,lPOCR,                                ,REF239|REF1015                                 ,6373
233.7,-2.63,07 20 53,-19 38 51,4.5,4.5,FSR 1255|MWSC 1183,OC   ,lPOCR,contaminated                    ,REF507                                         ,6379
233.72,11.12,08 10 42,-12 49 38,22,22,NGC 2539|Melotte 83|Collinder 176|OCL 611|MWSC 1439,OC   ,     ,                                ,REF239                                         ,6380
233.82,-2.12,07 23 04,-19 30 21,10,10,Ruprecht 16|OCL 612|ESO 559-7|MWSC 1198,OC   ,     ,                                ,REF239|REF385                                  ,6384
234.3,-11.18,06 49 01,-23 59 46,4,3,Berkeley 75|OCL 614|ES0490SC50|MWSC 993,OC   ,     ,                                ,REF239                                         ,6390
234.32,-4.64,07 14 31,-21 07 12,22,22,ASCC 36|MWSC 1151,OC   ,     ,                                ,REF306                                         ,6392
234.94,4.52,07 49 47,-17 15 00,2.8,2.8,Ruprecht 37|Berkeley 40|OCL 615|MWSC 1353,OC   ,     ,advanced dynamical stage        ,REF239|REF782|REF3417                          ,6412
235.26,-2.45,07 24 42,-20 56 30,9,7,NGC 2383|Collinder 141|OCL 616|ESO 559-8|MWSC 1213,OC   ,     ,                                ,REF239|REF477                                  ,6421
235.29,-0.05,07 33 43,-19 48 39,10,10,FSR 1264|MWSC 1267,OC   ,lPOCR,                                ,REF507                                         ,6422
235.38,-2.39,07 25 09,-21 01 12,8,4,NGC 2384|Collinder 143|Collinder 142|OCL 618|ESO 559-9|MWSC 1216,OC   ,     ,                                ,REF239|REF477                                  ,6426
235.38,0.14,07 34 39,-19 47 56,3,3,Teutsch 61|DSH J0734.6-1947|SAI 78|FSR 1266|MWSC 1270,OC   ,     ,                                ,REF1070|REF778|REF1020|REF3033                 ,6427
235.46,1.78,07 40 54,-19 04 09,8,8,NGC 2432|Melotte 73|Collinder 157|OCL 620|ESO 560-6|FSR 1267|MWSC 1310,OC   ,     ,                                ,REF239|REF507|REF728|REF1020|REF3032|REF3033   ,6430
235.6,-1.57,07 28 42,-20 49 32,10,8,ESO 559-13|MWSC 1238,OC   ,     ,                                ,REF234|REF1015                                 ,6440
235.64,-2.28,07 26 05,-21 11 03,6,6,FSR 1270|MWSC 1219,OC   ,     ,contaminated                    ,REF507                                         ,6442
235.99,5.38,07 55 07,-17 43 05,11,11,NGC 2479|Trumpler 8|Collinder 167|OCL 623|ESO 561-1|FSR 1271|MWSC 1380,OC   ,     ,                                ,REF239|REF731|REF1020|REF3032|REF3033          ,6449
236.06,-4.62,07 18 02,-22 39 42,8,8,Haffner 5|OCL 624|ESO 492-8|FSR 1272|MWSC 1168,OC   ,     ,                                ,REF239|REF1013|REF3032|REF3033                 ,6451
236.27,0.28,07 36 59,-20 30 35,7,5,Czernik 31|OCL 625|ESO 560-3|MWSC 1281,OC   ,     ,                                ,REF239|REF792                                  ,6453
236.28,0.06,07 36 14,-20 37 20,10,9,NGC 2421|Melotte 67|Collinder 151|OCL 626|ESO 56-2|FSR 1274|MWSC 1277,OC   ,     ,                                ,REF239|REF1024|REF3032|REF3033                 ,6455
236.4,-2.16,07 28 06,-21 47 46,1,49,FSR 1275|SAI 77|MWSC 1233,OC   ,     ,                                ,REF507|REF778|REF3033                          ,6457
236.68,-8.73,07 03 11,-25 03 00,108,108,ASCC 33|MWSC 1077,OC   ,     ,                                ,REF306                                         ,6465
236.76,-19.35,06 19 30,-29 21 50,22,22,MWSC 5668,OC   ,     ,                                ,REF1098                                        ,6467
236.78,-6.26,07 13 05,-24 02 46,9,9,NGC 2352|ESO 492-5|MWSC 1143,OC   ,     ,                                ,REF226|REF234|REF667                           ,6468
237.17,2.15,07 45 53,-20 22 13,6,6,Ruprecht 34|Berkeley 38|OCL 628|ESO 560-10|MWSC 1330,OC   ,     ,                                ,REF239|REF782                                  ,6475
237.49,19.76,08 48 23,-11 10 59,11,11,FSR 1280|MWSC 1571,OC   ,     ,                                ,REF507                                         ,6488
237.49,18.93,08 45 36,-11 39 07,16,16,MWSC 5029,OC   ,     ,                                ,REF1098                                        ,6489
237.65,-55.7,03 28 12,-35 54 00,53,53,Alessi 13|Chi For Group|Harrington 2|Slotegraaf 3|MWSC 278|Ramakers 26,OC   ,     ,                                ,REF298|REF891|REF963|REF913|REF1732            ,6497
237.69,-5.45,07 18 04,-24 28 48,19,19,ASCC 37|MWSC 1169,OC   ,     ,                                ,REF306                                         ,6498
237.84,5.84,08 00 49,-19 03 18,11,9,NGC 2509|Melotte 81|Collinder 171|OCL 630|ESO 561-7|FSR 1282|MWSC 1410,OC   ,     ,                                ,REF239|REF887|REF1020                          ,6508
237.88,-9.6,07 01 59,-26 30 12,65,65,Alessi 33|ASCC 32|MWSC 1069,OC   ,     ,                                ,REF298|REF306|REF891|REF913                    ,6510
237.88,-3.8,07 24 51,-23 52 30,4,4,FSR 1283|MWSC 1215,OC   ,lPOCR,                                ,REF507                                         ,6511
237.9,-8.1,07 08 03,-25 51 55,6,4,Ruprecht 13|OCL 631|ESO 491-17|MWSC 1116,OC   ,lPOCR,                                ,REF239|REF385                                  ,6513
237.95,-1.72,07 33 00,-22 57 00,36,36,ASCC 39|MWSC 1261,OC   ,     ,                                ,REF306                                         ,6516
237.96,-14.97,06 40 02,-28 47 14,12,12,FSR 1285|MWSC 950,OC   ,     ,                                ,REF507                                         ,6517
238.07,-2.39,07 30 41,-23 22 34,4,4,Ruprecht 23|OCL 632|ESO 492-17|FSR 1286|MWSC 1248,OC   ,     ,                                ,REF239|REF507|REF782|REF3033                   ,6518
238.17,3.62,07 53 24,-20 29 05,4.5,4.5,Teutsch 99|DSH J0753.4-2029,OC   ,     ,                                ,REF1070                                        ,6519
238.21,-3.33,07 27 21,-23 57 30,7,5,Trumpler 7|Collinder 146|OCL 635|ESO 492-16|FSR 1288|MWSC 1229,OC   ,     ,galaxy superimposed             ,REF239|REF3032|REF3033                         ,6521
238.23,-8.11,07 08 37,-26 09 28,5,5,FSR 1289|MWSC 1123,OC   ,     ,bright star nearby              ,REF507                                         ,6522
238.33,-3.64,07 26 25,-24 12 23,7,7,Trumpler 6|Collinder 145|OCL 638|ESO 492-15|FSR 1290|MWSC 1223,OC   ,     ,                                ,REF239|REF507|REF728|REF1015|REF3033           ,6525
238.36,2.32,07 49 04,-21 18 17,12,12,NGC 2455|Melotte 77|Collinder 163|OCL 636|ESO 560-15|MWSC 1350,OC   ,lPOCR,                                ,REF239|REF667                                  ,6527
238.36,5.91,08 02 11,-19 27 42,5,5,Ruprecht 46|OCL 637|ESO 561-8|MWSC 1418,OC   ,     ,core?                           ,REF239|REF302|REF298                           ,6528
238.37,-6.79,07 14 09,-25 41 50,18,18,NGC 2354|Collinder 131|OCL 639|ESO 492-6|FSR 1291|MWSC 1148,OC   ,     ,                                ,REF239|REF3032|REF3033                         ,6529
238.75,-1.17,07 36 47,-23 23 17,1.5,1.5,Ruprecht 25|OCL 641|ESO 493-1|MWSC 1280,OC   ,     ,core?                           ,REF239                                         ,6542
239.07,-20.51,06 17 59,-31 47 55,22,22,MWSC 5667,OC   ,     ,                                ,REF1098                                        ,6558
239.3,28.47,09 21 04,-07 28 19,24,24,MWSC 5042,OC   ,     ,                                ,REF1098                                        ,6563
239.32,2.32,07 51 07,-22 07 50,4,4,FSR 1294|MWSC 1359,OC   ,lPOCR,                                ,REF507                                         ,6564
239.38,11.1,08 22 56,-17 32 00,7,7,FSR 1295|MWSC 1479,OC   ,     ,contaminated                    ,REF507                                         ,6568
239.48,-18.01,06 29 35,-31 17 11,7,6,NGC 2243|Melotte 46|Collinder 98|OCL 644|ESO 426-16|FSR 1296|MWSC 880,OC   ,     ,                                ,REF239|REF1020                                 ,6570
239.73,2.4,07 52 20,-22 26 42,1.8,1.8,Ruprecht 39|OCL 645|ESO 560-18|MWSC 1368,OC   ,cPOCR,                                ,REF239                                         ,6583
239.8,2.72,07 53 39,-22 20 22,10,10,FSR 1298|MWSC 1377,OC   ,     ,                                ,REF507|REF1020                                 ,6584
239.93,-9.3,07 07 10,-28 11 27,8,8,Ruprecht 12|OCL 647|ESO 427-33|MWSC 1107,OC   ,lPOCR,galaxy ESO 427-G034 at edge     ,REF239                                         ,6590
240.04,0.13,07 44 32,-23 51 40,22,22,M 93|NGC 2447|Melotte 76|Collinder 160|OCL 649|FSR 1301|MWSC 1324,OC   ,     ,                                ,REF239|REF1020                                 ,6593
240.54,-0.5,07 43 11,-24 36 36,9,9,Teutsch 213|Teutsch J0743.1-2436,OC   ,     ,                                ,REF913|REF1070                                 ,6606
240.77,3.65,07 59 20,-22 41 32,7,5,ESO 561-5|MWSC 1402,OC   ,     ,                                ,REF234|REF1015|REF3418                         ,6610
240.78,-0.23,07 44 44,-24 41 09,13,6,NGC 2448|ESO 493-8|MWSC 1323,OC   ,     ,                                ,REF226|REF234|REF985                           ,6611
241.08,-3.08,07 34 23,-26 20 51,5,5,FSR 1302|MWSC 1268,OC   ,     ,contaminated                    ,REF507                                         ,6618
241.42,-2.56,07 37 11,-26 23 23,1.3,1,Alessi 18|DSH J0737.1-2623|MWSC 1284,OC   ,     ,faint                           ,REF298|REF891                                  ,6624
241.56,-2.53,07 37 35,-26 30 02,14,14,Ruprecht 27|OCL 654|ESO 493-2|FSR 1305|MWSC 1286,OC   ,     ,                                ,REF239|REF507|REF782|REF3032|REF3033           ,6627
241.57,-0.58,07 45 09,-25 32 50,10,10,Ruprecht 32|OCL 651|ESO 493-9|MWSC 1327,OC   ,     ,incl. reflection neb. Munch 13  ,REF239                                         ,6628
241.63,11.58,08 29 49,-19 05 42,14,12,Ruprecht 157|OCL 652|ESO 562-9|MWSC 1496,OC   ,     ,                                ,REF239|REF1015                                 ,6629
241.64,2.03,07 55 14,-24 16 30,13,13,NGC 2482|Collinder 166|OCL 653|ESO 494-3|MWSC 1382,OC   ,     ,                                ,REF239                                         ,6630
241.79,7.6,08 16 00,-21 26 09,5,5,FSR 1307|MWSC 1462,OC   ,     ,                                ,REF507                                         ,6634
242.08,0.23,07 49 23,-25 34 07,10,10,FSR 1308|MWSC 1351,OC   ,     ,                                ,REF507                                         ,6635
242.09,0.47,07 50 21,-25 27 25,5,5,Haffner 16|OCL 655|ESO 493-20|FSR 1309|MWSC 1355,OC   ,     ,                                ,REF239|REF3033                                 ,6637
242.32,-0.1,07 48 40,-25 57 04,2.5,1.5,Haffner 25|OCL 656|ESO 493-15|MWSC 1346,OC   ,     ,                                ,REF239|REF1013                                 ,6639
242.39,-3.53,07 35 26,-27 42 35,6,6,Haffner 11|OCL 657|BH 3|ESO 429-3|FSR 1310|MWSC 1273,OC   ,     ,                                ,REF239|REF766|REF1020                          ,6640
242.66,-6.8,07 22 55,-29 29 45,4.5,4.5,Haffner 7|OCL 661|BH 1|ESO 428-24|FSR 1311|MWSC 1197,OC   ,     ,                                ,REF239|REF1015|REF3033|REF3415                 ,6650
242.75,4.89,08 08 24,-23 42 25,2.4,2.4,Gaia 6,OC   ,     ,d=2.4kpc| Mv=0.2                ,REF3091                                        ,6652
242.9,-6.85,07 23 12,-29 43 08,2,2,Gaia 5,OC   ,     ,d=6.8kpc| Mv=-0.1               ,REF309                                         ,6655
243.06,1.29,07 55 41,-25 52 40,7,6,Trumpler 9|Harvard 2|Collinder 168|OCL 663|ESO 494-5|FSR 1313|MWSC 1384,OC   ,     ,                                ,REF239|REF1020                                 ,6660
243.27,33.62,09 45 51,-07 00 04,23,23,MWSC 5051,OC   ,     ,                                ,REF1098                                        ,6673
243.28,-0.93,07 47 37,-27 11 48,5,5,NGC 2453|Collinder 162|OCL 670|ESO 493-12|MWSC 13409,OC   ,     ,                                ,REF239                                         ,6674
243.32,1.63,07 57 36,-25 55 08,3.5,3.5,Ruprecht 42|Berkeley 41|OCL 669|ESO 494-8|MWSC 1388,OC   ,     ,                                ,REF239                                         ,6676
243.78,0.36,07 53 49,-26 58 06,7,7,Ruprecht 41|OCL 673|ESO 493-31|FSR 1318|MWSC 1378,OC   ,     ,                                ,REF239|REF782|REF3033                          ,6686
243.99,-1.14,07 48 26,-27 54 50,5,5,Teutsch 25|DSH J0748.4-2754|SAI 80|MWSC 1345,OC   ,     ,                                ,REF1070|REF778                                 ,6689
244.01,-2.06,07 44 51,-28 24 10,9,9,Haffner 14|OCL 674|BH 7|ESO 429-16|FSR 1319|MWSC 1326,OC   ,     ,                                ,REF239|REF1015|REF3033                         ,6690
244.44,-2.98,07 42 11,-29 13 41,4.5,4.5,FSR 1320|MWSC 1314,OC   ,     ,                                ,REF507                                         ,6691
244.56,12.87,08 41 24,-20 40 57,140,140,UBC 21,OC   ,     ,                                ,REF8003                                        ,6694
244.58,-0.55,07 52 07,-28 07 21,7,7,SAI 81|MWSC 1362,OC   ,     ,                                ,REF778                                         ,6695
244.64,-6.75,07 27 21,-31 12 17,6,6,Cmg 1042,OC   ,     ,                                ,REF1620                                        ,6699
244.72,2.26,08 03 16,-26 46 15,3.5,3.5,Ruprecht 49|OCL 676|ESO 494-15|MWSC 1423,OC   ,     ,                                ,REF239                                         ,6700
244.74,-0.38,07 53 06,-28 10 12,21,21,ASCC 43|MWSC 1374,OC   ,     ,                                ,REF306                                         ,6701
244.8,0.25,07 55 43,-27 53 50,12,10,NGC 2483|OCL 677.1|ESO 430-2|MWSC 1383,OC   ,     ,                                ,REF239                                         ,6702
244.84,1.64,08 01 11,-27 12 28,4,3,Haffner 21|OCL 677|ESO 494-11|MWSC 1411,OC   ,     ,galaxy at north edge            ,REF239                                         ,6703
244.94,1.08,07 59 16,-27 35 06,4,4,ESO 494-9|MWSC 1400,OC   ,lPOCR,                                ,REF234|REF1015                                 ,6706
245,-3.72,07 40 30,-30 04 44,19,19,Haffner 13|OCL 678|BH 5|ESO 429-10|MWSC 1305,OC   ,     ,                                ,REF239                                         ,6708
245.73,0.49,07 58 51,-28 34 00,7,7,Ruprecht 44|OCL 681|ESO 430-5|MWSC 1398,OC   ,     ,in Puppis OB| PupOB2            ,REF239                                         ,6718
245.82,3.58,08 10 54,-26 59 52,18,18,Ruprecht 53|OCL 682|ESO 494-32|MWSC 1442,OC   ,     ,                                ,REF239                                         ,6721
245.88,-1.72,07 50 30,-29 50 45,4,4,Czernik 32|King 24|OCL 683|BH 11|ESO 494-20|FSR 1325|MWSC 1357,OC   ,     ,                                ,REF239|REF792|REF1020|REF3032|REF3033          ,6724
246.07,1.85,08 04 57,-28 08 20,15,12,NGC 2527|Collinder 174|OCL 685|ESO 430-15|MWSC 1428,OC   ,     ,                                ,REF239                                         ,6726
246.12,0.36,07 59 17,-28 58 15,3,3,Ruprecht 43|OCL 684|ESO 430-6|Turner-Majaess 1|MWSC 1401,OC   ,     ,                                ,REF239|REF1038                                 ,6728
246.25,-0.04,07 58 00,-29 17 06,11,11,Turner 12|MWSC 1392,OC   ,     ,                                ,REF298                                         ,6730
246.31,-0.13,07 57 50,-29 23 03,10,10,Turner 13a,OC   ,     ,includes cepheid V620 Pup       ,REF1038                                        ,6731
246.32,4.37,08 15 05,-26 58 25,6,6,Ruprecht 57|OCL 686|ESO 494-37|MWSC 1457,OC   ,     ,                                ,REF239                                         ,6732
246.42,-4.04,07 42 25,-31 28 21,6,6,Ruprecht 30|OCL 687|ESO 429-15|MWSC 1315,OC   ,     ,                                ,REF239|REF920                                  ,6735
246.5,-5.4,07 37 02,-32 12 00,2.3,1.5,ESO 429-5|MWSC 1482,OC   ,     ,core| galaxy superimposed       ,REF234|REF1015                                 ,6738
246.66,-3.25,07 46 13,-31 17 00,5,5,Ruprecht 35|OCL 689|BH 10|ESO 429-18|MWSC 1333,OC   ,     ,                                ,REF239|REF782|REF3415                          ,6739
246.71,-0.76,07 56 16,-30 03 43,11,11,NGC 2489|Melotte 79|Collinder 169|OCL 690|BH 15|ESO 430-3|FSR 1330|MWSC 1386,OC   ,     ,                                ,REF239|REF748|REF1020|REF3032|REF3033|REF3414  ,6742
246.76,-10.75,07 14 46,-34 52 49,6,6,FSR 1332|MWSC 1153,OC   ,     ,                                ,REF507                                         ,6744
246.77,3.39,08 12 30,-27 53 35,7,7,Haffner 22|BH 21|OCL 691|ESO 430-24|FSR 1333|MWSC 1450,OC   ,     ,                                ,REF239|REF1015|REF3032|REF3033                 ,6745
246.97,-0.92,07 56 16,-30 22 10,3,2.5,Haffner 20|OCL 692|BH 16|ESO 430-4|MWSC 1385,OC   ,     ,                                ,REF239                                         ,6747
247.17,0.51,08 02 25,-29 46 38,3,2,ESO 430-9|MWSC 1420,OC   ,cPOCR,core                            ,REF234|REF3418                                 ,6751
247.64,2.72,08 12 04,-28 58 51,7,7,FSR 1335|MWSC 1448,OC   ,     ,contaminated                    ,REF507                                         ,6759
247.7,-2.52,07 51 37,-31 48 51,5,5,Haffner 17|OCL 694|BH 12|ESO 429-22|FSR 1337|MWSC 1360,OC   ,     ,                                ,REF239|REF1337|REF3032|REF3033                 ,6761
247.8,1.3,08 07 04,-29 53 02,9,9,NGC 2533|Collinder 175|OCL 695|BH 18|ESO 430-19|FSR 1338|MWSC 1432,OC   ,     ,                                ,REF239|REF3032|REF3033                         ,6765
247.9,-0.12,08 01 44,-30 43 45,6,6,FSR 1339|MWSC 1416,OC   ,     ,                                ,REF507|REF3033                                 ,6770
