GLON,GLAT,RAJ2000,DEJ2000,Diam-a,Diam-b,Name,Class1,Class2,Com,Code,recno
60.35,-0.18,19 45 23,+24 06 30,10,10,Bica 110,OC   ,     ,in VulOB1 or VulOB4             ,REF250                                         ,2076
60.39,10.91,19 01 25,+29 17 45,6,6,NGC 6743|MWSC 3036,OC   ,     ,                                ,REF226|REF667                                  ,2079
60.76,-0.56,19 47 42,+24 15 42,3.2,3.2,Teutsch 7|DSH J1947.7+2415|FSR 155|MWSC 3180,OC   ,     ,                                ,REF298|REF783|REF913|REF1020                   ,2088
61.03,1.73,19 39 31,+25 39 05,2.5,2.5,Saurer 5,OC   ,     ,                                ,REF208|REF1015                                 ,2093
61.14,-15.2,20 41 11,+16 38 16,10,10,NGC 6950|MWSC 3394,OC   ,lPOCR,                                ,REF226|REF667|REF1042|REF1051                  ,2095
61.64,1.91,19 40 11,+26 15 48,2,2,Kronberger 31|DSH J1940.1+2615,OC   ,     ,not GC                          ,REF327|REF913                                  ,2109
62.02,-0.69,19 50 59,+25 17 04,11,8,Czernik 41|OCL 130|FSR 157|MWSC 3192,OC   ,     ,                                ,REF239|REF507|REF733|REF3033                   ,2119
62.31,0.28,19 47 58,+26 01 55,8,8,FSR 158|SAI 130|MWSC 3182,OC   ,     ,                                ,REF507|REF778                                  ,2126
62.71,1.34,19 44 44,+26 54 36,4,4,FSR 160|SAI 129|MWSC 3168,OC   ,     ,                                ,REF507|REF778|REF3033                          ,2132
62.79,2.15,19 41 46,+27 22 48,24,24,ASCC 105|MWSC 3157,OC   ,     ,                                ,REF306                                         ,2133
62.8,-3.38,20 02 56,+24 33 17,5,5,SAI 135,OC   ,     ,                                ,REF778                                         ,2134
63.1,-17.39,20 53 10,+16 53 31,7,7,FSR 161|MWSC 3418,OC   ,     ,                                ,REF507|REF3033                                 ,2144
63.21,-2.75,20 01 36,+25 14 06,5,5,FSR 162,OC   ,     ,                                ,REF507|REF791|REF3033                          ,2151
63.23,-2.42,20 00 19,+25 25 16,4.4,13,FSR 163,OC   ,     ,                                ,REF507|REF3032                                 ,2152
63.27,6.64,19 24 50,+29 57 00,10,10,ASCC 102|MWSC 3115,OC   ,     ,                                ,REF306                                         ,2153
63.66,1.55,19 46 05,+27 50 00,6,6,Kronberger 5|MWSC 3174,OC   ,lPOCR,                                ,REF298|REF628                                  ,2159
63.84,1.88,19 45 12,+28 09 35,1.5,1.5,Kronberger 4|DSH J1945.1+2809|MWSC 3170,OC   ,     ,                                ,REF327                                         ,2162
64.02,-13.22,20 41 11,+20 03 55,66,66,Alessi 116,OC   ,     ,                                ,REF891                                         ,2167
64.1,-1.29,19 58 05,+26 45 08,8,8,FSR 165,OC   ,     ,                                ,REF507|REF3032                                 ,2169
64.38,12.66,19 01 37,+33 34 12,17,17,ASCC 100|MWSC 3038,OC   ,     ,                                ,REF306                                         ,2175
64.53,2.14,19 45 44,+28 52 52,1.4,1.4,Teutsch 73|DSH J1945.7+2852,OC   ,lPOCR,                                ,REF1070                                        ,2177
64.87,-4.94,20 13 38,+25 27 19,10,10,FSR 166|MWSC 3286,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,2187
64.91,-10.74,20 34 44,+22 13 10,5,5,NGC 6938|MWSC 3372,OC   ,     ,core                            ,REF226|REF667|REF1051                          ,2189
64.95,9.79,19 15 12,+32 51 17,2.9,2.9,Teutsch 32|DSH J1915.2+3251,OC   ,     ,                                ,REF1070                                        ,2191
65.05,3.18,19 42 47,+29 51 20,2.6,2.6,Teutsch 43|DSH J1942.7+2951|MWSC 3162,OC   ,     ,                                ,REF327|REF783                                  ,2194
65.16,-2.41,20 04 50,+27 04 14,15,15,FSR 167,OC   ,     ,                                ,REF507|REF1020|REF3032|REF3033                 ,2195
65.53,-4.07,20 12 01,+26 28 47,15,10,NGC 6885|Collinder 417|20 Vul|OCL 132|MWSC 3282,OC   ,     ,                                ,REF239|REF733                                  ,2210
65.55,-3.98,20 11 42,+26 33 00,8,8,NGC 6882|Collinder 416|OCL 133|FSR 168|MWSC 3278|MWSC 3277,OC   ,     ,                                ,REF239|REF3033                                 ,2211
65.61,-0.77,19 59 39,+28 18 59,0.8,0.8,Teutsch 174|DSH J1959.6+2818,OC   ,     ,                                ,REF1070                                        ,2214
65.74,-3.92,20 11 57,+26 44 08,5,3,AH03 J2011+26.7|MWSC 3281,OC   ,lPOCR,                                ,REF298|REF1015                                 ,2218
65.93,-2.69,20 07 46,+27 33 55,5,5,FSR 170,OC   ,     ,                                ,REF507|REF1020|REF3033                         ,2227
66.09,-0.93,20 01 26,+28 38 32,3.5,3.5,Berkeley 83|OCL 135|FSR 171,OC   ,     ,                                ,REF239|REF1037|REF3032                         ,2229
66.13,-6.31,20 21 49,+25 44 32,9,9,NGC 6904|MWSC 3326,OC   ,     ,small core                      ,REF226|REF667                                  ,2231
66.89,15.33,18 54 24,+36 52 23,29,29,Stephenson 1|delta Lyr|OCL 137|MWSC 3018,OC   ,     ,in Iskudarian 1| Local Assoc    ,REF239                                         ,2249
67.05,-3.05,20 11 53,+28 18 20,0.8,42,FSR 174|MWSC 3279,OC   ,     ,                                ,REF507                                         ,2257
67.34,-10.62,20 40 22,+24 13 09,3,2,FSR 175|MWSC 3392,OC   ,     ,                                ,REF507                                         ,2261
67.41,-11.46,20 43 30,+23 46 48,40,40,Alessi 12|LeDrew 2|MWSC 3404,OC   ,     ,                                ,REF209|REF298|REF891                           ,2262
67.61,0.73,19 58 35,+30 48 40,2.8,2.8,Kronberger 53|DSH J1958.5+3048,OC   ,     ,                                ,REF1070                                        ,2263
67.63,0.86,19 58 08,+30 53 18,8,8,Kronberger 52|DSH J1958.1+3053|FSR 177,OC   ,     ,                                ,REF327|REF628|REF1020|REF3032|REF3033          ,2264
67.65,0.25,20 00 36,+30 35 23,1.3,1.3,Kronberger 68|DSH J2000.6+3035,OC   ,     ,                                ,REF298|REF628                                  ,2266
67.77,-18.87,21 09 33,+19 28 58,14,14,MWSC 5764,OC   ,     ,                                ,REF1098                                        ,2269
67.88,-2.83,20 13 07,+29 07 12,4.5,4.5,FSR 178|MWSC 3284|MWSC 3285,OC   ,     ,                                ,REF507|REF791|REF1020                          ,2270
67.89,-3.17,20 14 29,+28 56 43,5,5,Berkeley 52|OCL 140|FSR 179|MWSC 3288,OC   ,     ,                                ,REF239|REF881|REF1020                          ,2271
67.99,11.56,19 13 37,+36 19 48,18,18,ASCC 101|LeDrew 6|Alessi J1913.6+3619|MWSC 3070,OC   ,     ,                                ,REF306|REF913                                  ,2273
68.01,2.84,19 51 03,+32 14 29,3.5,3.5,Saurer 6|FSR 180|MWSC 3193,OC   ,     ,small core                      ,REF208|REF3033                                 ,2274
68.12,1.43,19 57 02,+31 36 31,8,8,SAI 132,OC   ,     ,                                ,REF778                                         ,2278
68.53,0.45,20 01 57,+31 26 23,4,4,Kronberger 69|DSH J2001.9+3126|SAI 133|FSR 181,OC   ,     ,                                ,REF1070|REF778|REF3032                         ,2288
69.11,0.52,20 03 08,+31 58 01,1.7,1.7,Kronberger 54|DSH J2003.1+3158,OC   ,     ,                                ,REF327|REF628                                  ,2298
69.18,3.36,19 51 46,+33 30 43,5,5,FSR 182|MWSC 3194,OC   ,     ,contaminated                    ,REF507                                         ,2301
69.46,7.26,19 35 56,+35 40 06,21,21,Teutsch 35|ASCC 103|Teutsch J1935.9+3540,OC   ,     ,                                ,REF298|REF306|REF913                           ,2305
69.56,-9.66,20 42 42,+26 32 53,8,8,FSR 184|MWSC 3401,OC   ,     ,core                            ,REF507|REF1020                                 ,2309
69.76,-24.23,21 31 48,+17 25 00,7,7,NGC 7084|MWSC 3524,OC   ,     ,                                ,REF226|REF667|REF1042|REF1051                  ,2318
69.89,-7.13,20 34 28,+28 19 04,30,28,NGC 6940|Melotte 232|Collinder 424|OCL 141|MWSC 3370,OC   ,     ,                                ,REF239                                         ,2325
69.95,10.9,19 20 53,+37 46 10,14,14,NGC 6791|Berkeley 46|OCL 142|FSR 186|MWSC 3088,OC   ,     ,                                ,REF239|REF1020|REF3032|REF3033                 ,2328
70.25,-2.61,20 18 21,+31 12 44,4,4,Teutsch 124|DSH J2018.3+3112|MWSC 3307,OC   ,     ,                                ,REF298|REF783                                  ,2340
70.34,3.51,19 54 00,+34 34 48,18,18,ASCC 109|MWSC 3202,OC   ,     ,                                ,REF306                                         ,2347
70.45,1.39,20 03 00,+33 34 12,12,12,ASCC 110|MWSC 3234,OC   ,     ,                                ,REF306                                         ,2348
70.65,1.74,20 02 05,+33 55 09,4,4,FSR 188,OC   ,     ,contaminated                    ,REF507|REF3032|REF3033                         ,2352
70.73,0.95,20 05 32,+33 33 55,3.5,3.5,FSR 190,OC   ,GCC  ,palomar-like GC?                ,REF507|REF988|REF1020|REF3032|REF3033          ,2356
70.98,2.58,19 59 29,+34 38 45,4,4,Berkeley 49|OCL 144|FSR 191,OC   ,     ,                                ,REF239|REF507|REF607|REF626|REF1014|REF1020|REF,2363
71.1,0.85,20 06 52,+33 49 48,7,7,FSR 192,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,2367
71.31,8.12,19 36 29,+37 41 39,3.5,3.5,FSR 193,OC   ,     ,                                ,REF507|REF3033                                 ,2373
72.11,-0.51,20 15 03,+33 55 48,1.8,1.8,Patchick 75|DSH J2015.0+3355|FSR 196|MWSC 3291,OC   ,     ,                                ,REF327|REF1015|REF3033                         ,2392
72.15,0.28,20 11 55,+34 24 10,4.5,4.5,Berkeley 51|OCL 146|FSR 197|MWSC 3280,OC   ,     ,                                ,REF239|REF507|REF607|REF626|REF1020|REF3032|REF,2393
72.19,2.62,20 02 25,+35 41 32,4,4,FSR 198|SAI 134|MWSC 3230|MWSC 3232,OC   ,     ,                                ,REF507|REF791|REF778|REF3033                   ,2396
72.32,84.59,13 10 50,+30 28 36,30,30,Latham 1|MWSC 2084,OC   ,     ,nearby| hight latitu de         ,REF298                                         ,2400
72.53,1.85,20 06 32,+35 34 34,1.7,1.2,Kronberger 28|DSH J2006.5+3534,OC   ,     ,                                ,REF327|REF628|REF913                           ,2410
72.63,1.72,20 07 18,+35 35 00,1.5,1.5,Kronberger 29,OC   ,     ,                                ,REF913                                         ,2418
72.64,2.05,20 05 58,+35 46 45,20,20,NGC 6871|Collinder 413|OCL 148,OC   ,     ,includes WR 133| in CygOB3A     ,REF239|REF667                                  ,2419
72.72,7.56,19 42 24,+38 39 00,10,10,Skiff J1942+38.6|MWSC 3159,OC   ,     ,                                ,REF298                                         ,2424
73.15,1,20 11 42,+35 38 01,5,3.5,Ruprecht 172|OCL 151|MWSC 3276,OC   ,     ,in CygOB3                       ,REF239|REF791                                  ,2430
73.97,8.47,19 41 18,+40 11 05,9,9,NGC 6819|Melotte 223|Collinder 403|OCL 155|FSR 202|MWSC 3155,OC   ,     ,                                ,REF239|REF1020|REF3032|REF3033                 ,2449
74.19,3.3,20 04 51,+37 44 40,7,7,Bica 119,OC   ,     ,                                ,REF250                                         ,2455
74.32,1.26,20 13 47,+36 44 55,2.4,2.4,Kronberger 73|DSH J2013.7+3644|FSR 203|MWSC 3287,OC   ,     ,                                ,REF298|REF628|REF1020                          ,2459
74.46,5,19 53 49,+39 22 17,10,10,ASCC 108|MWSC 3201,OC   ,     ,                                ,REF306                                         ,2461
74.62,2.08,20 11 13,+37 27 00,24,24,ASCC 111|MWSC 3274,OC   ,     ,                                ,REF306                                         ,2465
74.64,-2.08,20 28 17,+35 06 50,4.4,4.4,Teutsch 28|DSH J2028.2+3506|MWSC 3347,OC   ,     ,                                ,REF327|REF783                                  ,2466
75,-24.33,21 46 00,+20 49 35,18,18,MWSC 5782,OC   ,     ,                                ,REF1098                                        ,2476
75.11,2.14,20 12 19,+37 53 27,3.5,2.5,Kronberger 72|DSH J2012.3+3753|MWSC 3283,OC   ,     ,                                ,REF298|REF628                                  ,2480
75.24,-0.69,20 24 25,+36 24 18,6,6,LK 1|Le Duigou-Knodlseder 1|FSR 205,OC   ,     ,                                ,REF109|REF798|REF3032|REF3033                  ,2485
75.35,-0.5,20 23 57,+36 36 18,2.5,2.5,Kronberger 57|DSH J2023.9+3636|FSR 206|MWSC 3330,OC   ,     ,                                ,REF327|REF628|REF3033                          ,2489
75.7,0.98,20 18 51,+37 44 55,8,8,Berkeley 85|OCL 160|Dolidze 41|OCL 163|FSR 208|MWSC 3311|MWSC 3309,OC   ,     ,                                ,REF239|REF947|REF733|REF845|REF1020|REF3032|REF,2499
75.71,13.53,19 21 05,+43 58 43,4,4,FSR 209|MWSC 3090,OC   ,     ,                                ,REF507                                         ,2501
75.89,20.74,18 43 13,+46 46 25,16,16,MWSC 5370,OC   ,     ,                                ,REF1098                                        ,2507
76.21,-0.55,20 26 37,+37 16 52,5,5,FSR 210|MWSC 3340,OC   ,     ,                                ,REF507|REF3033                                 ,2514
76.25,5.79,19 59 28,+40 48 30,1.5,1.5,Steine 3,OC   ,     ,                                ,REF913                                         ,2515
76.63,1.26,20 20 20,+38 40 00,8,7,Berkeley 86|OCL 167|MWSC 3316,OC   ,lPOCR,in CygOB1| inc WR 139           ,REF239                                         ,2525
76.66,20.03,18 48 30,+47 14 01,17,17,MWSC 5371,OC   ,     ,                                ,REF1098                                        ,2526
76.67,-4.09,20 42 10,+35 31 50,50,43,Ruprecht 173|OCL 165|MWSC 3397,OC   ,     ,                                ,REF239                                         ,2528
76.87,-4.26,20 43 24,+35 35 16,6,6,Turner 11|MWSC 3403,OC   ,lPOCR,includes Cepheid X Cyg          ,REF273|REF628                                  ,2535
76.9,0.59,20 23 57,+38 30 23,8,8,M 29|NGC 6913|Collinder 422|OCL 168|MWSC 3329,OC   ,     ,in CygOB1| related to LBN 224   ,REF239                                         ,2537
77.63,0.38,20 26 59,+38 58 32,7,7,FSR 213|MWSC 3342,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,2564
77.69,4.18,20 10 46,+41 10 30,8,8,IC 1311|Trumpler 36|Collinder 414|OCL 173|Dolidze 2|OCL 174|FSR 214,OC   ,     ,                                ,REF239|REF507|REF947|REF1020|REF3032|REF3033   ,2569
77.83,0.85,20 25 38,+39 24 36,10,10,LK 3|Le Duigou-Knodlseder 3,OC   ,     ,core                            ,REF109                                         ,2574
77.9,-3.48,20 43 28,+37 01 40,9,9,Ruprecht 174|OCL 176|C 2041+368|FSR 216|MWSC 3405,OC   ,     ,                                ,REF239|REF782|REF3032|REF3033                  ,2576
78.07,-5.29,20 51 03,+35 53 00,11,11,DoDz 11|Dolidze-Dzimselejsvili 11|OCL 179|MWSC 3415,OC   ,     ,                                ,REF239|REF628|REF1070                          ,2583
78.37,-20.39,21 43 41,+25 49 01,16,16,MWSC 5779,OC   ,     ,                                ,REF1098                                        ,2600
78.58,-2.8,20 42 53,+37 49 44,7,7,FSR 225|MWSC 3402,OC   ,     ,                                ,REF507|REF3033                                 ,2606
78.64,36.38,17 10 28,+51 34 12,27,27,MWSC 4316,OC   ,     ,                                ,REF3031                                        ,2607
78.86,0.56,20 29 58,+40 04 49,140,140,TRSG 6,OC   ,     ,                                ,REF7999                                        ,2612
79.09,0.96,20 28 58,+40 29 55,5,5,FSR 227|MWSC 3349,OC   ,     ,                                ,REF507                                         ,2620
79.11,-9.76,21 10 58,+33 46 28,10,10,NGC 7037|MWSC 3477,OC   ,     ,                                ,REF226|REF667                                  ,2621
79.13,0.96,20 29 05,+40 32 00,2,2,Bica 136,OC   ,     ,at the edge of FSR 227          ,REF250                                         ,2624
79.44,11.95,19 37 25,+46 23 10,14,14,NGC 6811|Melotte 222|Collinder 402|OCL 185|FSR 228,OC   ,     ,                                ,REF239|REF507                                  ,2637
79.69,3.83,20 18 14,+42 37 50,7,7,FSR 232|MWSC 3306,OC   ,     ,                                ,REF507                                         ,2645
79.82,-5.42,20 57 04,+37 08 12,2.2,2.2,Teutsch 155|DSH J2057.0+3708,OC   ,     ,                                ,REF1070                                        ,2647
79.84,-0.92,20 39 13,+39 58 37,13,13,LK 10|Le Duigou-Knodlseder 10|FSR 233,OC   ,     ,                                ,REF109|REF798|REF1020|REF3032|REF3033          ,2649
79.95,-4.13,20 52 37,+38 01 15,38,23,Roslund 7|OCL 187|MWSC 3416,OC   ,     ,                                ,REF239                                         ,2653
80.48,0.62,20 34 47,+41 24 56,7,7,FSR 238|MWSC 3373,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,2667
81.23,8.03,20 03 02,+46 11 20,9,9,FSR 241|MWSC 3236,OC   ,     ,                                ,REF507|REF3033                                 ,2677
82.1,-1.71,20 49 53,+41 15 18,6,6,SAI 137|MWSC 3413,OC   ,     ,                                ,REF778                                         ,2715
82.16,-16.99,21 44 58,+30 44 54,7,7,FSR 250|MWSC 3556,OC   ,     ,                                ,REF507|REF3033                                 ,2716
82.78,-37.7,22 43 52,+15 02 10,24,24,MWSC 5804,OC   ,     ,                                ,REF1098                                        ,2723
82.79,-4.52,21 03 29,+39 58 03,5.5,5.5,FSR 253|MWSC 3457,OC   ,     ,                                ,REF507                                         ,2724
82.81,5.79,20 18 51,+46 18 32,5,5,FSR 254|MWSC 3310,OC   ,     ,                                ,REF507|REF3033                                 ,2725
82.88,-6.65,21 12 00,+38 36 00,14,14,ASCC 113|MWSC 3480,OC   ,     ,                                ,REF306                                         ,2727
82.93,2.2,20 35 53,+44 19 31,8,8,FSR 255|MWSC 3379,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,2728
83.06,-9.86,21 24 25,+36 29 31,11,11,NGC 7063|Collinder 435|OCL 192|MWSC 3507,OC   ,lPOCR,                                ,REF239                                         ,2730
83.1,4.77,20 24 30,+46 02 55,5,5,Berkeley 89|OCL 193|FSR 257|MWSC 3333,OC   ,     ,                                ,REF239|REF507|REF607|REF622|REF626|REF3032|REF3,2732
83.12,-4.14,21 02 58,+40 27 00,5,4,Berkeley 54|OCL 194|FSR 256|MWSC 3456,OC   ,     ,                                ,REF239|REF1020|REF3033                         ,2733
83.59,0.68,20 44 50,+43 54 54,4,4,FSR 258|MWSC 3408,OC   ,     ,                                ,REF507|REF3033                                 ,2742
83.64,10.13,19 59 33,+49 18 50,2,2,Patchick 89|DSH J1959.5+4918|DC 6,OC   ,     ,                                ,REF327|REF322|REF389|REF1015|REF1070           ,2744
84.27,-3.88,21 06 06,+41 29 35,10,10,NGC 7024|MWSC 3465,OC   ,     ,                                ,REF226|REF667                                  ,2756
85.17,-12.05,21 39 15,+36 21 54,20,20,FSR 264|MWSC 3540,OC   ,     ,                                ,REF507                                         ,2781
85.68,-1.52,21 01 43,+44 06 52,2.3,2.3,Teutsch 22|DSH J2101.7+4406|FSR 267|SAI 139|MWSC 3449|Teutsch J2101.7+4406,OC   ,     ,                                ,REF913|REF3032|REF3033|REF778                  ,2795
85.86,-4.13,21 13 08,+42 29 25,9,9,NGC 7044|Collinder 433|OCL 198|FSR 268|MWSC 3485,OC   ,     ,                                ,REF239|REF1020|REF3032|REF3033                 ,2800
86,-5.2,21 17 36,+41 49 55,8,8,Berkeley 56|OCL 199|FSR 269|MWSC 3491,OC   ,     ,                                ,REF239|REF881|REF1020                          ,2806
86.16,-1.7,21 04 11,+44 20 57,4,4,FSR 270|MWSC 3461,OC   ,     ,contaminated                    ,REF507                                         ,2809
86.18,-5.28,21 18 35,+41 55 11,7,7,FSR 271|MWSC 3492,OC   ,     ,                                ,REF507|REF3033                                 ,2811
86.2,-5.28,21 18 43,+41 56 08,6,6,FSR 272|MWSC 3493,OC   ,     ,                                ,REF507                                         ,2812
86.21,-1.05,21 01 40,+44 48 51,6,6,FSR 273|MWSC 3448,OC   ,     ,                                ,REF507                                         ,2813
86.74,20.46,19 05 24,+56 20 17,16,16,MWSC 5373,OC   ,     ,                                ,REF1098                                        ,2820
87.16,2.59,20 49 07,+47 53 41,4,4,FSR 274|MWSC 3412,OC   ,     ,contaminated                    ,REF507                                         ,2826
87.2,0.97,20 56 43,+46 53 15,10,10,FSR 275|SAI 138|MWSC 3434,OC   ,     ,                                ,REF507|REF778|REF1020|REF3032|REF3033          ,2827
87.31,19.78,19 11 19,+56 37 11,110,110,TRSG 4|UBC 1,OC   ,     ,                                ,REF8003                                        ,2831
87.32,5.75,20 34 29,+49 57 21,4,4,FSR 276|MWSC 3371,OC   ,     ,contaminated                    ,REF507|REF3032|REF3033                         ,2832
87.46,9.28,20 16 32,+52 04 30,25,25,AT 11|Alessi-Teutsch 11|Alessi 46|ASCC 112|Alessi J2016.5+5204|MWSC 3295,OC   ,     ,                                ,REF298|REF306|REF891|REF913                    ,2834
87.8,-8.66,21 37 18,+40 36 46,4,4,FSR 277|MWSC 3537,OC   ,lPOCR,                                ,REF507                                         ,2837
87.88,6.83,20 31 04,+51 02 30,18,18,FSR 278|Teutsch J2031.0+5102|MWSC 3355,OC   ,     ,                                ,REF913|REF507|REF3033                          ,2839
87.92,-15.85,22 01 25,+35 13 08,7,7,FSR 279|MWSC 3579,OC   ,     ,                                ,REF507                                         ,2840
87.93,-1.71,21 11 16,+45 38 06,14,14,NGC 7039|Collinder 431|OCL 203|MWSC 3474,OC   ,     ,                                ,REF239|REF667                                  ,2841
88.07,0.11,21 03 47,+46 58 50,3,3,SAI 141|MWSC 3458,OC   ,     ,                                ,REF778                                         ,2844
88.24,0.27,21 03 45,+47 13 05,3,3,Teutsch 156|DSH J2103.7+4713|SAI 142|FSR 280|MWSC 3459,OC   ,     ,                                ,REF1070|REF778|REF1020|REF3032|REF3033         ,2848
88.39,-1.37,21 13 11,+46 32 43,3,3,Bica 652,OC   ,     ,                                ,REF228                                         ,2851
88.75,1.05,21 02 20,+48 06 26,4,4,FSR 282|SAI 140|MWSC 3453,OC   ,     ,                                ,REF507|REF778|REF3032|REF3033                  ,2858
88.75,-1.24,21 12 18,+46 34 00,10,10,Basel 13A|C 2110+463|MWSC 3482,OC   ,     ,in WEBDA                        ,REF228|REF8000                                 ,2859
89.6,-0.4,21 12 07,+47 46 15,8,8,IC 1369|Collinder 432|OCL 204|FSR 285|MWSC 3481,OC   ,     ,                                ,REF239|REF3032|REF3033                         ,2867
89.96,-2.75,21 23 29,+46 22 31,9,7,NGC 7062|Collinder 434|OCL 205|FSR 286|MWSC 3505,OC   ,     ,                                ,REF239|REF3032|REF3033                         ,2875
90.06,0.13,21 10 51,+48 32 20,4.5,4.5,Berkeley 91|OCL 206|FSR 287|MWSC 3476,OC   ,     ,                                ,REF239|REF626|REF1020                          ,2877
90.06,0.93,21 08 08,+49 00 07,5,5,FSR 288|MWSC 3468,OC   ,     ,                                ,REF507                                         ,2878
90.09,7.65,20 35 08,+53 18 00,1.3,1.3,Patchick 103|DSH J2035.1+5318|MWSC 3376,OC   ,     ,                                ,REF327|REF1015|REF1070                         ,2879
90.29,3.75,20 55 55,+51 02 55,10,10,Berkeley 53|OCL 207|FSR 289|MWSC 3435,OC   ,     ,                                ,REF239|REF778|REF735|REF1020                   ,2883
90.42,3.19,20 59 09,+50 46 46,3,3,FSR 290|MWSC 3422,OC   ,     ,                                ,REF507|REF3033                                 ,2886
90.52,-0.5,21 16 20,+48 21 45,4,4,FSR 291|MWSC 3489,OC   ,     ,                                ,REF507                                         ,2889
91.03,-2.75,21 27 56,+47 07 05,8,8,FSR 293|MWSC 3514,OC   ,     ,                                ,REF507|REF3032|REF3033                         ,2902
91.12,-4.35,21 34 42,+46 00 53,10,10,NGC 7093|MWSC 3528,OC   ,     ,small core                      ,REF226|REF667                                  ,2905
91.17,-24.18,22 36 21,+30 14 10,19,19,MWSC 5800,OC   ,     ,                                ,REF1098                                        ,2907
91.18,-1.65,21 24 12,+48 00 35,3.5,3,NGC 7067|Collinder 436|OCL 208|MWSC 3508,OC   ,lPOCR,                                ,REF239                                         ,2908
91.18,-2.95,21 29 26,+47 05 11,25,25,NGC 7082|OCL 209|MWSC 3517,OC   ,     ,                                ,REF239                                         ,2909
91.31,1.49,21 10 51,+50 18 31,3,3,SAI 143|MWSC 3475,OC   ,     ,                                ,REF778                                         ,2911
91.32,2.26,21 07 13,+50 52 58,7,5,NGC 7031|Collinder 430|OCL 210|FSR 294|MWSC 3466,OC   ,     ,                                ,REF239|REF1020|REF3033                         ,2912
91.66,20.27,19 18 16,+60 38 18,21,21,MWSC 5374,OC   ,     ,                                ,REF1098                                        ,2917
92.32,-0.16,21 22 38,+49 52 39,6,6,FSR 295|MWSC 3503,OC   ,     ,core                            ,REF507|REF3033                                 ,2927
92.43,-2.26,21 32 04,+48 26 18,32,32,M 39|NGC 7092|Melotte 236|Collinder 438|OCL 211|MWSC 3521,OC   ,     ,                                ,REF239                                         ,2929
92.5,-0.28,21 23 55,+49 55 19,6,6,FSR 296|MWSC 3506,OC   ,     ,contaminated                    ,REF507                                         ,2931
92.73,0.46,21 21 44,+50 36 36,9,9,Teutsch 144|DSH J2121.7+5036|MWSC 3500,OC   ,     ,                                ,REF327|REF783|REF930|REF389                    ,2936
92.88,0.63,21 21 39,+50 50 30,15,11,NGC 7058|MWSC 3501,OC   ,     ,                                ,REF226|REF985                                  ,2940
92.93,2.8,21 11 50,+52 22 48,2.5,2.5,Kronberger 80|DSH J2111.8+5222|FSR 300|MWSC 3479,OC   ,     ,                                ,REF327|REF628|REF3033                          ,2942
93.42,-4.4,21 44 54,+47 29 35,6,6,FSR 303|MWSC 3555,OC   ,     ,                                ,REF507                                         ,2951
93.56,0.67,21 24 31,+51 20 22,10,10,FSR 304|MWSC 3509,OC   ,     ,                                ,REF507|REF1020|REF3033                         ,2956
93.87,-5.38,21 50 38,+47 01 45,5,5,FSR 305|MWSC 3565,OC   ,     ,                                ,REF507                                         ,2969
94.4,0.2,21 30 28,+51 35 30,12,12,NGC 7086|Collinder 437|OCL 214|FSR 309|MWSC 3520,OC   ,     ,                                ,REF239|REF3032                                 ,2980
94.43,5.52,21 05 03,+55 19 30,7,7,FSR 310|MWSC 3463,OC   ,     ,                                ,REF507                                         ,2981
94.46,-0.75,21 34 51,+50 55 26,6,6,FSR 312|MWSC 3529,OC   ,     ,                                ,REF507                                         ,2984
95.27,2.07,21 26 09,+53 31 58,3.5,3.5,Kronberger 81|DSH J2126.1+5331|FSR 313|MWSC 3511,OC   ,     ,                                ,REF327|REF1020                                 ,3000
95.48,-17.79,22 36 29,+37 47 06,17,17,Teutsch 39|Teutsch J2236.4+3747|MWSC 3643,OC   ,     ,                                ,REF298|REF783|REF913                           ,3003
95.51,-7.33,22 04 55,+46 28 10,23,21,NGC 7209|Melotte 238|Collinder 444|OCL 215|MWSC 3585,OC   ,     ,                                ,REF239                                         ,3005
95.86,12.31,20 31 16,+60 38 13,13,13,NGC 6939|Melotte 231|Collinder 423|OCL 217|FSR 315|MWSC 3357,OC   ,     ,                                ,REF239|REF733|REF1020                          ,3013
95.91,-15.9,22 33 14,+39 36 36,30,30,ASCC 122|MWSC 3637,OC   ,     ,                                ,REF306                                         ,3015
96.07,-0.33,21 40 52,+52 18 25,7,7,FSR 316|MWSC 3545,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,3018
96.12,1.58,21 32 37,+53 45 48,9,9,FSR 317|Kernya 8|MWSC 3525,OC   ,     ,                                ,REF507|REF1070                                 ,3019
96.15,-4.72,21 58 48,+48 58 10,5,5,FSR 318|MWSC 3578,OC   ,     ,contaminated                    ,REF507|REF3033                                 ,3020
96.16,-1.59,21 46 36,+51 24 42,3.5,3.5,FSR 319|MWSC 3560,OC   ,     ,contaminated                    ,REF507                                         ,3021
96.27,1.1,21 35 32,+53 30 49,3,3,Kronberger 84|DSH J2135.5+5330|MWSC 3532,OC   ,     ,                                ,REF298|REF628|REF1070                          ,3024
96.63,-2.02,21 50 41,+51 22 29,8,8,FSR 325|MWSC 3566,OC   ,     ,contaminated                    ,REF507                                         ,3031
