"CWNU_id","l","b","sig_l","sig_b","n","plx","sig_plx","pmx","sig_pmx","pmy","sig_pmy","rv","sig_rv","nrv","logage","A0","m-M","class"
1912,279.101,-3.184,0.329,0.04,33,0.386,0.023,-5.398,0.064,4.097,0.08,-0.82,,1,8.1,1.55,11.9,1
1913,245.922,-3.893,0.141,0.067,16,0.289,0.051,-1.821,0.068,3.544,0.026,,,0,8.95,1.35,12.95,1
1914,272.457,-6.694,0.083,0.082,19,0.469,0.012,-5.427,0.049,4.615,0.047,,,0,7.9,0.85,11.55,1
1915,347.368,2.622,0.081,0.204,19,0.776,0.039,1.267,0.059,-0.83,0.097,,,0,7.55,1.5,10.7,1
1916,95.274,-4.916,0.132,0.083,15,0.456,0.043,-3.061,0.107,-3.184,0.103,-51.59,,1,9.15,1.2,11.8,1
1917,11.669,-1.835,0.015,0.012,15,0.417,0.028,0.606,0.048,-1.079,0.058,,,0,6.7,4.95,12.1,1
1918,61.133,0.046,0.02,0.028,19,0.261,0.037,-2.588,0.072,-5.105,0.061,,,0,6.4,4.2,13.6,1
1919,37.614,-1.303,0.04,0.052,19,0.333,0.032,-1.027,0.053,-2.753,0.063,,,0,6.75,4.35,12.6,1
1920,347.356,-2.038,0.051,0.061,19,0.388,0.024,-0.468,0.056,-1.126,0.055,,,0,6.2,5.95,12.4,1
1921,197.172,-1.571,0.099,0.169,19,0.488,0.061,0.431,0.047,-2.411,0.059,,,0,7.5,1.65,11.55,1
1922,344.561,-1.251,0.048,0.032,19,0.454,0.026,-1.005,0.069,-4.145,0.114,-74.11,1.27,6,9,3.4,11.6,1
1923,92.996,0.484,0.167,0.051,15,0.579,0.06,-2.35,0.103,-3.299,0.092,,,0,6.9,0.55,11.35,1
1924,240.817,4.619,0.153,0.107,19,0.611,0.025,-1.369,0.019,0.778,0.051,30.36,,1,8.85,0.2,10.95,1
1925,243.164,2.328,0.032,0.049,19,0.332,0.029,-2.717,0.031,2.866,0.038,,,0,7.55,0.6,12.35,1
1926,254.517,5.298,0.045,0.032,19,0.249,0.034,-4.399,0.041,3.592,0.042,74.73,,1,9,0.9,12.8,1
1927,220.19,-2.143,0.072,0.094,19,0.518,0.054,-1.534,0.047,0.376,0.079,,,0,8.8,1.4,11.35,1
1928,278.816,-0.218,0.074,0.065,19,0.383,0.033,-5.876,0.093,3.462,0.073,,,0,6.95,1.25,12,1
1929,23.855,-0.089,0.161,0.068,19,0.452,0.026,0.344,0.104,-0.474,0.06,-10.46,,1,7.55,3.9,11.5,1
1930,178.389,-2.02,0.242,0.214,19,0.616,0.039,0.987,0.091,-1.821,0.076,,,0,7.55,2.3,10.95,1
1931,159.389,0.162,0.029,0.014,18,0.418,0.04,1.809,0.095,-1.355,0.057,-10.19,0.3,2,9.1,2.95,11.65,1
1932,356.359,-1.916,0.091,0.119,18,0.393,0.023,0.068,0.052,-0.821,0.065,,,0,6.65,2.7,11.95,1
1933,277.911,-3.28,0.019,0.019,18,0.274,0.049,-5.146,0.077,4.478,0.051,,,0,8.55,4.85,12.4,1
1934,343.661,0.014,0.071,0.028,18,0.601,0.037,0.34,0.049,-0.893,0.06,15.3,,1,8.85,3.4,11.25,1
1935,156.354,-4.49,0.121,0.105,18,0.701,0.058,1.258,0.073,-1.26,0.109,,,0,8.7,1.75,10.6,1
1936,36.969,-1.281,0.068,0.036,18,0.511,0.025,-0.179,0.102,-2.437,0.131,,,0,7.3,3.1,11.35,1
1937,165.271,2.104,0.112,0.086,18,0.439,0.036,2.163,0.062,-2.343,0.06,,,0,8.45,1.4,11.6,1
1938,315.705,-0.035,0.037,0.03,18,0.339,0.021,-2.477,0.052,-1.288,0.049,,,0,6.35,5.8,12.55,1
1939,353.179,-1.81,0.07,0.078,18,0.764,0.033,1.208,0.09,-2.101,0.051,,,0,7.4,2.5,10.5,1
1940,315.395,-0.459,0.013,0.03,18,0.283,0.024,-5.148,0.055,-3.502,0.093,,,0,6.65,4.25,12.75,1
1941,297.161,-0.914,0.098,0.065,18,0.413,0.026,-5.961,0.049,0.322,0.033,,,0,7.5,0.95,11.75,1
1942,176.548,-3.276,0.231,0.117,21,0.325,0.065,0.892,0.209,-1.706,0.062,-38.37,5.67,2,9.05,1.3,12.35,1
1943,236.898,-1.226,0.111,0.132,18,0.319,0.056,-1.97,0.089,1.579,0.034,,,0,7.25,1.85,12.25,1
1944,268.82,-7.36,0.076,0.082,89,0.272,0.062,-4.629,0.083,6.577,0.081,37.61,0.81,6,10.1,"0 1.30",13.4,"0 1"
1945,355.809,8.537,0.392,0.3,68,0.502,0.106,-2.654,0.278,-3.762,0.148,-7.26,12.87,5,9.2,1.4,11.95,1
1946,178.603,-3.356,0.311,0.494,41,0.244,0.06,0.432,0.227,-0.275,0.181,35.03,14.71,3,9.4,1.55,12.25,1
1947,7.197,-14.92,0.195,0.185,28,0.53,0.153,-1.207,0.14,-2.867,0.208,-24.65,,1,9.5,0.5,11.85,1
1948,355.898,7.889,0.202,0.144,26,0.404,0.072,-0.755,0.161,-3.018,0.137,,,0,9.25,2,12.5,1
1949,277.383,7.444,0.297,0.249,38,0.271,0.129,-5.425,0.09,3.563,0.073,60.95,43.76,2,9.5,0.5,12.95,1
1950,355.367,8.467,0.087,0.059,25,0.451,0.073,-2.658,0.146,-2.354,0.112,35.68,2.89,2,9.45,1.05,12.1,1
1951,309.062,14.984,0.055,0.055,24,0.507,0.08,-3.607,0.268,-4.82,0.082,,,0,9.45,0.5,12.4,1
1952,7.37,-14.703,0.265,0.298,22,0.377,0.094,-0.982,0.165,-3.625,0.171,-17.57,6.07,3,9.65,0.55,11.85,1
1953,216.731,-4.288,0.313,0.206,24,0.261,0.041,-0.258,0.144,0.521,0.136,72.22,,1,8.9,1.1,13.2,1
1954,335.928,-0.426,0.066,0.035,55,0.334,0.086,-3.327,0.067,-3.741,0.08,-69.14,1.75,8,8.55,5.1,12.05,1
1955,268.606,-3.263,0.27,0.137,52,0.287,0.061,-2.773,0.108,3.472,0.088,-1.09,6.15,3,9.25,2.6,13.1,1
1956,207.543,-4.058,0.115,0.285,53,0.373,0.056,-0.189,0.118,0.025,0.123,30.17,38.16,2,8.9,1.85,12.6,1
1957,253.116,0.543,0.117,0.16,15,0.268,0.033,-2.766,0.072,2.888,0.039,,,0,7.25,1.25,12.55,1
1958,331.711,-0.963,0.181,0.04,15,0.319,0.035,-3.7,0.05,-4.347,0.02,,,0,6.65,1.8,13,1
1959,85.697,-2.672,0.057,0.037,15,0.402,0.024,-1.239,0.041,-2.574,0.084,-23.39,,1,8.3,2.4,11.8,1
1960,138.78,-3.277,0.122,0.051,18,0.42,0.049,0.106,0.091,-1.744,0.1,,,0,7.3,2.8,11.85,1
1961,307.76,-0.459,0.022,0.031,18,0.352,0.028,-5.751,0.034,-2.08,0.045,,,0,8.5,2.65,12,1
1962,224.839,0.131,0.048,0.063,18,0.332,0.038,-0.563,0.07,0.213,0.057,58.64,,1,8.8,1.5,12.5,1
1963,241.312,-5.062,0.163,0.085,15,0.362,0.036,-1.523,0.115,2.975,0.079,,,0,9.05,1.1,12.5,1
1964,22.425,-3.457,0.081,0.051,18,0.505,0.038,0.667,0.049,-1.75,0.071,,,0,7.4,1.9,11.25,1
1965,98.889,-1.619,0.028,0.031,18,0.385,0.014,-4.113,0.038,-3.888,0.06,-56.61,,1,7.4,2.8,11.9,1
1966,213.107,1.394,0.036,0.043,34,0.258,0.053,-0.903,0.067,-0.031,0.06,64.41,,1,8.9,1.55,12.8,1
1967,66.496,-1.249,0.036,0.024,15,0.438,0.019,-2.334,0.03,-5.359,0.032,,,0,6.45,3.9,11.9,1
1968,17.713,-1.266,0.049,0.039,18,0.49,0.034,-0.562,0.033,-0.783,0.031,-24.47,,1,8.6,2.65,11.45,1
1969,213.843,0.616,0.039,0.046,18,0.243,0.023,-0.597,0.071,0.384,0.117,,,0,7.5,1.8,12.75,1
1970,300.567,1.927,0.03,0.05,18,0.313,0.013,-5.375,0.066,-0.118,0.042,,,0,7.25,1.5,12.35,1
1971,186.259,-0.241,0.116,0.032,18,0.365,0.02,0.167,0.071,-3.072,0.1,,,0,8.15,2.9,12,1
1972,243.715,4.772,0.071,0.06,18,0.483,0.037,-1.059,0.056,1.41,0.084,,,0,8.55,0.35,11.5,1
1973,220.137,-2.95,0.059,0.023,18,0.206,0.048,-0.768,0.087,1.369,0.113,,,0,6.85,2.35,14.15,1
1974,248.825,-6.544,0.102,0.095,15,0.442,0.056,-3.655,0.072,3.704,0.135,,,0,7.3,1.75,11.75,1
1975,70.021,1.207,0.044,0.029,25,0.255,0.033,-2.517,0.072,-4.785,0.077,-5.39,,1,8.25,3.4,12.6,1
1976,73.637,1.127,0.037,0.018,18,0.253,0.024,-2.976,0.07,-4.188,0.074,-19.49,0.91,2,8.65,2.8,12.7,1
1977,299.743,1.014,0.158,0.08,15,0.327,0.035,-6.863,0.083,-0.408,0.089,-15.68,10.58,2,8.8,1.65,12.15,1
1978,207.05,0.89,0.08,0.098,18,0.429,0.034,-0.868,0.075,-0.633,0.052,,,0,7.45,1.3,12,1
1979,75.767,1.396,0.015,0.018,18,0.262,0.028,-2.823,0.047,-4.967,0.041,,,0,6.95,2.75,12.65,1
1980,19.018,-4.666,0.056,0.125,18,0.587,0.029,0.929,0.093,-0.363,0.055,-32.99,,1,8.65,2.2,11,1
1981,309.288,0.721,0.072,0.027,15,0.338,0.027,-4.764,0.101,-1.926,0.079,,,0,6.4,1.15,12.2,1
1982,100.205,-0.773,0.047,0.015,18,0.184,0.052,-2.747,0.105,-2.139,0.062,,,0,6.35,3.1,14.45,1
1983,265.231,-0.013,0.03,0.054,18,0.357,0.019,-3.637,0.057,3.516,0.039,,,0,6.1,1,12.55,1
1984,300.49,-1.83,0.076,0.091,15,0.449,0.019,-9.504,0.027,-0.095,0.035,-26.51,2.4,2,8.9,1.9,11.65,1
1985,73.384,5.438,0.115,0.021,15,0.27,0.054,-2.185,0.102,-4.453,0.088,,,0,9.4,0.7,13.2,1
1986,196.505,-6.807,0.188,0.102,15,0.401,0.047,1.276,0.086,-1.638,0.1,16.8,,1,9.7,0.45,11.7,1
1987,100.643,5.989,0.146,0.061,18,0.596,0.041,-2.961,0.056,-3.598,0.068,-37.9,0.09,3,8.9,1.95,11,1
1988,307.128,-0.7,0.013,0.018,18,0.291,0.03,-8.596,0.028,-1.809,0.044,-45.47,6.72,2,9.1,2.25,12.45,1
1989,98.501,2.55,0.216,0.105,15,0.42,0.024,-2.644,0.125,-2.827,0.065,,,0,7.45,2.75,11.7,1
1990,74.384,0.11,0.209,0.1,15,0.625,0.042,-0.646,0.039,-3.217,0.09,,,0,6.5,1.2,11.2,1
1991,188.211,-3.812,0.09,0.05,18,0.617,0.054,0.412,0.119,-0.791,0.066,,,0,6.95,2.15,10.85,1
1992,61.163,-3.399,0.047,0.037,15,0.382,0.027,-2.094,0.035,-6.846,0.06,,,0,7.75,2.55,11.9,1
1993,93.068,7.36,0.092,0.151,18,0.755,0.033,-1.417,0.109,-3.976,0.084,-8.73,,1,8.35,1.9,10.5,1
1994,20.715,-1.616,0.048,0.044,18,0.506,0.021,0.334,0.054,-0.1,0.073,,,0,6.65,1.3,11.3,1
1995,15.746,-1.979,0.073,0.075,18,0.533,0.033,-0.888,0.064,-1.549,0.053,,,0,6.3,0.25,11.15,1
1996,136.675,-3.167,0.168,0.038,15,0.376,0.014,-2.248,0.032,-0.085,0.088,,,0,8.2,2,11.85,1
1997,110.104,-1.317,0.046,0.04,18,0.271,0.035,-3.154,0.043,-1.987,0.06,,,0,6.75,3.95,12.75,1
1998,356.677,-3.064,0.082,0.059,18,0.654,0.056,0.02,0.068,-2.017,0.08,,,0,8.3,2.25,10.85,1
1999,206.308,-3.499,0.098,0.085,18,0.427,0.029,0.358,0.071,-2.243,0.083,,,0,8.55,1.75,11.7,1
2000,97.033,0.794,0.171,0.101,15,0.741,0.047,-2.485,0.044,-2.873,0.103,,,0,7.6,1.55,10.55,1
2001,102.917,2.242,0.021,0.055,15,0.448,0.034,-4.519,0.064,-3.46,0.083,-49.38,,1,8.6,4.3,11.5,1
2002,263.305,1.849,0.046,0.05,17,0.345,0.015,-5.744,0.076,4.867,0.099,,,0,8.95,3.55,12.5,1
2003,87.909,1.943,0.03,0.012,17,0.281,0.013,-2.458,0.069,-3.238,0.039,,,0,6,2.1,13,1
2004,124.104,0.289,0.046,0.12,31,0.298,0.085,-1.483,0.049,-0.119,0.123,-30.06,,1,8.6,2.3,12.3,1
2005,62.245,-4.164,0.086,0.072,17,0.534,0.036,-2.251,0.073,-4.966,0.079,-11.05,,1,6.55,0.95,11.65,1
2006,233.052,1.418,0.118,0.097,17,0.606,0.023,-3.251,0.063,0.986,0.052,,,0,7.7,0.8,11,1
2007,102.354,0.054,0.013,0.034,17,0.344,0.027,-2.852,0.052,-2.342,0.044,,,0,7.05,3.3,12.4,1
2008,6.263,-12.272,0.093,0.098,22,0.322,0.067,-2.53,0.213,-3.79,0.238,,,0,9.35,1.1,13.1,1
2009,235.996,-1.569,0.035,0.044,15,0.277,0.034,-1.547,0.095,3.658,0.063,,,0,8.2,1.75,12.5,1
2010,144.862,-4.722,0.145,0.161,17,0.544,0.06,1.023,0.099,-0.814,0.074,-3.23,,1,8.9,1.55,11.1,1
2011,64.757,0.881,0.036,0.03,17,0.388,0.042,-1.327,0.05,-4.229,0.05,-1.71,,1,8.3,2.1,11.9,1
2012,212.904,-0.432,0.069,0.061,18,0.176,0.014,-0.34,0.102,0.509,0.053,,,0,6.35,2.95,14.5,1
2013,268.083,-2.039,0.137,0.061,17,0.624,0.023,-7.014,0.073,5.119,0.039,,,0,7.45,2.7,10.95,1
2014,203.21,-1.458,0.127,0.071,17,0.57,0.059,-0.074,0.072,-1.469,0.047,,,0,7.65,1.05,11.25,1
2015,268.379,-1.813,0.047,0.024,15,0.427,0.042,-4.401,0.082,3.599,0.062,,,0,6.15,3.55,12.1,1
2016,223.989,3.762,0.051,0.047,17,0.488,0.033,-2.842,0.059,2.579,0.062,,,0,8.7,0.1,11.6,1
2017,182.805,2.152,0.102,0.094,17,0.537,0.039,-0.222,0.035,-2.234,0.041,9.9,,1,7.45,0.85,11.25,1
2018,113.346,-3.114,0.028,0.023,17,0.393,0.024,-0.007,0.037,-0.792,0.065,,,0,6.35,0.05,11.9,1
2019,9.882,-1.07,0.034,0.024,17,0.356,0.027,-0.191,0.074,-1.572,0.023,-7.08,,1,8.45,3.9,11.85,1
2020,176.865,3.184,0.226,0.367,15,0.395,0.066,0.038,0.121,-2.252,0.081,,,0,8.65,1.2,11.75,1
2021,147.286,0.264,0.03,0.042,17,0.349,0.061,-0.013,0.06,-0.824,0.108,-50.46,,1,8.35,3.9,12.2,1
2022,203.81,-0.262,0.074,0.041,17,0.292,0.037,-0.156,0.086,-0.478,0.039,,,0,6.85,2,12.75,1
2023,314.354,0.551,0.088,0.086,15,0.433,0.037,-5.741,0.087,-2.831,0.089,-9.04,,1,6.95,3.15,11.75,1
2024,44.563,0.419,0.011,0.019,17,0.34,0.031,-0.512,0.063,-3.045,0.056,26.07,26.59,2,8.95,4.15,12.1,1
2025,345.99,-7.896,0.119,0.097,15,0.48,0.099,-0.295,0.106,-3.709,0.083,1.81,,1,9.25,1.05,11.9,1
2026,279.809,-0.509,0.02,0.02,15,0.237,0.063,-4.156,0.08,2.868,0.077,,,0,8.35,3.95,13.75,1
2027,230.79,-1.85,0.012,0.01,15,0.264,0.025,-1.598,0.039,2.297,0.094,,,0,7.05,2.9,12.6,1
2028,328.668,-0.961,0.031,0.038,17,0.333,0.017,-3.249,0.092,-4.183,0.066,,,0,6.5,3.9,12.75,1
2029,28.33,-3.381,0.132,0.027,15,0.425,0.058,-0.495,0.085,-2.55,0.055,31.45,,1,9.5,1.6,11.5,1
2030,93.732,-7.685,0.182,0.226,15,0.253,0.036,-3.243,0.158,-3.636,0.191,-18.15,,1,9.7,0.45,12.9,1
2031,210.904,0.315,0.123,0.115,15,0.709,0.039,-0.549,0.045,-0.855,0.076,16.49,,1,7.95,0.8,10.8,1
2032,148.213,-3.979,0.042,0.046,17,0.352,0.039,0.784,0.132,-1.712,0.147,,,0,8.35,2.7,11.95,1
2033,141.237,-2.356,0.149,0.143,17,0.443,0.05,-0.478,0.11,-0.529,0.095,,,0,7.4,4.15,11.4,1
2034,94.62,-2.646,0.039,0.071,17,0.438,0.022,-3.62,0.052,-3.35,0.041,,,0,8,2.8,11.7,1
2035,73.281,0.408,0.034,0.058,15,0.248,0.018,-2.144,0.038,-4.782,0.048,,,0,6.6,4.65,13,1
2036,158.226,2.726,0.018,0.055,17,0.295,0.041,0.552,0.093,-1.061,0.087,-32.71,,1,8.85,1.45,12.4,1
2037,262.618,-4.872,0.146,0.102,17,0.623,0.036,-4.394,0.079,4.363,0.086,,,0,7.65,1.1,11,1
2038,217.692,4.72,0.055,0.029,17,0.396,0.024,-2.497,0.055,1.318,0.055,50.51,0.94,2,8.6,0.35,11.85,1
2039,207.97,-3.438,0.065,0.058,17,0.462,0.053,0.488,0.075,-1.128,0.086,,,0,6.6,0.35,11.95,1
2040,75.861,1.537,0.123,0.033,15,0.375,0.021,-2.154,0.128,-4.107,0.105,,,0,6.2,0.75,12.35,1
2041,11.954,-0.609,0.072,0.054,15,0.451,0.032,1.067,0.049,0.132,0.048,,,0,7.45,2.05,11.55,1
2042,221.139,-5.806,0.133,0.048,17,0.422,0.026,-0.6,0.102,-0.736,0.041,46.34,0.41,2,8.4,1.25,11.75,1
2043,97.156,-2.146,0.06,0.022,17,0.371,0.018,-3.716,0.041,-2.32,0.052,,,0,7.4,1.7,11.9,1
2044,121.797,0.751,0.021,0.048,17,0.248,0.016,-1.744,0.044,-0.443,0.043,,,0,6.95,3.3,12.9,1
2045,247.501,3.775,0.082,0.133,17,0.325,0.033,-2.236,0.038,1.992,0.063,44.63,,1,8.85,0.6,12.25,1
2046,283.665,3.06,0.083,0.043,17,0.396,0.016,-8.222,0.049,4.637,0.066,,,0,7.65,1,11.8,1
2047,319.083,1.171,0.094,0.031,15,0.332,0.063,-4.541,0.07,-2.971,0.089,-61.81,,1,8.9,4.75,12.95,1
2048,290.378,-1.242,0.081,0.043,15,0.384,0.025,-7.457,0.051,1.995,0.038,,,0,8.05,0.95,11.95,1
2049,149.922,0.853,0.017,0.037,17,0.308,0.018,-0.341,0.084,-0.452,0.046,-48.27,0.63,2,8.65,2.45,12.4,1
2050,1.861,-2.747,0.056,0.042,15,0.658,0.036,1.009,0.066,-0.184,0.026,,,0,7.5,1.1,10.8,1
2051,17.157,-0.798,0.045,0.065,17,0.278,0.012,-0.501,0.043,-2.681,0.068,,,0,8.7,4.4,12.35,1
2052,190.485,-3.53,0.381,0.203,15,0.474,0.096,0.133,0.092,-0.285,0.124,20.7,,1,8.7,1.55,11.35,1
2053,243.621,-3.633,0.138,0.141,15,0.489,0.054,-1.003,0.075,0.456,0.086,,,0,8.7,1.45,11.4,1
2054,293.729,1.721,0.03,0.02,15,0.256,0.029,-5.088,0.06,1.069,0.062,,,0,6.85,0.1,12.75,1
2055,98.007,-0.646,0.058,0.019,17,0.269,0.045,-3.95,0.075,-3.844,0.079,,,0,7.2,2.55,12.5,1
2056,98.283,-0.423,0.102,0.055,17,0.353,0.071,-3.535,0.095,-3.495,0.043,-52.34,15.3,2,8.8,2.3,12.2,1
2057,348.49,-0.688,0.038,0.019,17,0.354,0.04,-0.226,0.064,-2.656,0.035,,,0,6,2,12,1
2058,222.635,-4.386,0.025,0.027,17,0.408,0.037,-0.337,0.101,-0.398,0.082,,,0,6.55,0.5,11.75,1
2059,301.03,1.224,0.136,0.155,14,0.329,0.05,-8.453,0.09,0.038,0.085,7.86,,1,9,2.2,12.6,1
2060,289.918,2.062,0.04,0.077,14,0.297,0.04,-6.307,0.04,2.279,0.048,,,0,7.05,1.05,13.15,1
2061,241.463,0.787,0.046,0.114,16,0.365,0.019,-2.33,0.066,1.453,0.093,44.21,,1,8.9,1.55,12.1,1
2062,253.677,0.628,0.083,0.06,14,0.266,0.048,-2.736,0.048,3.258,0.14,95.38,,1,8.75,1.9,13.1,1
2063,183.727,-1.9,0.083,0.054,20,0.268,0.035,0.473,0.091,-0.672,0.059,,,0,6.95,3.05,13.3,1
2064,290.323,-0.573,0.016,0.008,14,0.195,0.015,-7.376,0.047,2.465,0.031,,,0,7.2,1.4,13.3,1
2065,250.489,0.121,0.043,0.036,16,0.543,0.036,-4.139,0.073,3.82,0.058,,,0,6.25,0.55,11.5,1
2066,190.685,-0.881,0.088,0.146,16,0.498,0.036,-0.211,0.06,-1.64,0.11,,,0,7.45,2.2,11.35,1
2067,232.724,-1.508,0.32,0.046,14,0.417,0.059,-1.709,0.064,1.895,0.101,,,0,8.65,0.85,11.7,1
2068,121.087,-1.915,0.054,0.052,14,0.344,0.037,-3.133,0.04,-1.041,0.03,,,0,8.5,2.2,12.25,1
2069,101.431,2.305,0.051,0.028,16,0.389,0.035,-2.901,0.069,-2.212,0.066,,,0,6.6,2.05,11.8,1
2070,355.45,-0.768,0.079,0.051,14,0.447,0.04,-0.29,0.041,-2.172,0.078,,,0,6.75,4.95,12.2,1
2071,146.471,1.453,0.028,0.02,16,0.402,0.04,0.421,0.067,0.294,0.03,-30.1,,1,9.05,3.1,11.8,1
2072,283.175,-1.552,0.043,0.037,16,0.593,0.02,-7.414,0.068,4.082,0.084,,,0,8.65,0.55,11.05,1
2073,129.127,-2.13,0.094,0.143,16,0.419,0.053,-0.765,0.05,-1.643,0.118,,,0,8.55,1.8,11.65,1
2074,101.232,-3.472,0.064,0.066,16,0.481,0.043,-3.805,0.044,-2.378,0.104,,,0,7.6,0.85,11.4,1
2075,237.62,0.257,0.086,0.054,16,0.367,0.037,-2.449,0.056,3.115,0.065,,,0,7.5,1.25,11.95,1
2076,217.613,-4.925,0.078,0.075,16,0.385,0.047,-0.125,0.07,-1.443,0.05,,,0,6.7,0.05,12.3,1
2077,219.091,0.132,0.105,0.05,16,0.574,0.03,0.093,0.091,-0.706,0.069,22.29,2.8,3,8.8,0.05,11.05,1
2078,176.773,0.11,0.047,0.02,16,0.301,0.028,-0.441,0.066,-1.669,0.051,,,0,6.8,3.45,12.95,1
2079,146.771,-2.553,0.073,0.032,14,0.514,0.023,-1.779,0.091,-0.715,0.068,-75.34,,1,9.15,3.7,11.45,1
2080,10.699,-1.296,0.054,0.025,16,0.582,0.027,1.084,0.051,-2.258,0.033,,,0,6.85,3.7,11.1,1
2081,303.105,-0.519,0.085,0.078,16,0.47,0.049,-4.699,0.077,-1.219,0.031,,,0,6.8,3.45,11.85,1
2082,295.908,0.06,0.086,0.032,14,0.339,0.019,-5.874,0.05,0.903,0.025,2.89,,1,8.75,2.1,12.75,1
2083,14.4,-0.017,0.076,0.034,14,0.405,0.043,-0.201,0.067,-0.825,0.052,14.97,,1,8.15,3.7,11.65,1
2084,305.789,0.856,0.16,0.075,14,0.4,0.049,-7.847,0.077,-0.73,0.073,,,0,9.25,2.2,12.35,1
2085,212.164,0.015,0.033,0.01,16,0.272,0.049,-0.724,0.13,1.163,0.029,66.61,,1,7.9,2.55,13.3,1
2086,337.697,0.956,0.054,0.051,16,0.469,0.027,-1.59,0.029,-2.787,0.035,-28.12,11.07,2,8.45,2.95,11.5,1
2087,284.052,1.902,0.064,0.139,14,0.429,0.019,-7.023,0.074,2.711,0.025,,,0,8.9,1.5,11.7,1
2088,302.593,2.174,0.05,0.059,16,0.552,0.022,-6.707,0.045,-1.045,0.07,,,0,8.7,1.35,11.25,1
2089,295.702,-0.817,0.019,0.018,34,0.233,0.043,-7.117,0.05,1.839,0.064,4.53,19.24,2,8.35,4.7,13.1,1
2090,188.381,6.495,0.046,0.089,16,0.348,0.031,0.753,0.082,-2.762,0.092,,,0,8.95,1.25,12.5,1
2091,168.524,-2.823,0.227,0.233,23,0.362,0.046,0.825,0.174,-2.142,0.095,9.35,,1,8.9,1.6,11.95,1
2092,147.963,-3.135,0.144,0.157,16,0.456,0.031,0.782,0.06,-1.24,0.098,-42.1,3.11,2,9.05,2.45,11.4,1
2093,239.331,0.053,0.189,0.071,14,0.371,0.047,-2.107,0.073,1.966,0.085,62.51,,1,8.65,1.2,11.75,1
2094,257.387,-0.003,0.086,0.053,14,0.677,0.054,-2.38,0.053,3.595,0.087,,,0,8.9,1.65,10.7,1
2095,233.113,2.558,0.245,0.072,30,0.264,0.045,-1.362,0.144,1.869,0.09,78.99,,1,8.9,1.05,12.55,1
2096,100.399,0.332,0.043,0.048,16,0.37,0.018,-3.313,0.042,-4.954,0.063,,,0,6.4,0.55,12.05,1
2097,186.452,3.125,0.19,0.038,16,0.271,0.039,-0.056,0.128,-1.729,0.104,29.3,,1,8.85,1.65,13.1,1
2098,76.778,-6.358,0.119,0.118,16,0.556,0.049,-2.263,0.06,-3.822,0.055,,,0,7.55,1.05,11.5,1
2099,228.183,2.677,0.136,0.064,16,0.618,0.033,-0.784,0.068,0.19,0.058,22.48,1.19,2,7.85,1.05,11.15,1
2100,341.443,0.621,0.132,0.057,14,0.315,0.018,-2.104,0.058,-3.436,0.071,-60.13,,1,8.35,5.5,13,1
2101,149.187,-5.145,0.257,0.186,16,0.363,0.076,1.15,0.094,-0.826,0.097,,,0,7.35,1.75,12.3,1
2102,183.488,0.854,0.054,0.04,16,0.389,0.064,0.708,0.082,-2.689,0.024,,,0,8.4,1.55,12,1
2103,209.546,2.101,0.126,0.07,16,0.727,0.036,-0.865,0.051,-3.634,0.075,,,0,7.6,2.1,10.7,1
2104,353.82,-1.56,0.038,0.033,14,0.537,0.037,1.101,0.083,-0.351,0.052,,,0,6.7,4.3,11.5,1
2105,182.066,-0.265,0.066,0.106,15,0.654,0.036,0.096,0.07,-2.451,0.06,,,0,6.85,1.75,11.05,1
2106,58.268,-0.977,0.007,0.023,15,0.255,0.013,-3.156,0.08,-4.887,0.079,7.91,,1,8.15,4.7,12.65,1
2107,218.852,-2.207,0.099,0.105,15,0.673,0.082,-1.293,0.074,-0.114,0.054,,,0,9.15,0.65,10.7,1
2108,174.3,-3.488,0.094,0.104,15,0.585,0.031,1.679,0.069,-1.221,0.039,2.72,,1,8.65,1.05,11,1
2109,5.899,0.371,0.034,0.038,14,0.652,0.072,0.497,0.09,-1.396,0.056,,,0,7,2.35,10.95,1
2110,249.564,-1.124,0.08,0.087,14,0.652,0.02,-4.329,0.032,3.486,0.054,,,0,6.7,0.05,11,1
2111,210.479,-0.267,0.079,0.147,15,0.648,0.011,-1.21,0.031,0.959,0.04,,,0,7.65,1.15,10.85,1
2112,149.642,-3.187,0.118,0.055,15,0.6,0.032,-1.004,0.053,-2.611,0.054,-29.58,,1,8.2,2.6,10.95,1
2113,345.706,-3.126,0.061,0.031,14,0.702,0.068,-0.905,0.066,-1.611,0.044,-25.23,,1,7.85,2.05,10.7,1
2114,339.288,-0.857,0.117,0.059,14,0.403,0.042,-1.453,0.053,-2.973,0.044,,,0,6,0.75,11.75,1
2115,229.34,-0.736,0.029,0.014,15,0.37,0.032,-1.901,0.09,1.827,0.025,,,0,8.35,0.95,12,1
2116,237.715,-2.243,0.094,0.065,15,0.675,0.027,-1.031,0.037,-0.773,0.054,,,0,8.35,1.1,10.85,1
2117,98.491,-2.967,0.125,0.048,15,0.417,0.037,-4.713,0.042,-4.502,0.066,,,0,8.5,1.15,11.75,1
2118,237.402,-6.518,0.19,0.182,14,0.779,0.02,-2.827,0.016,1.794,0.056,,,0,8.95,0.75,10.6,1
2119,212.36,-0.594,0.123,0.157,14,0.669,0.019,-1.515,0.067,0.731,0.075,,,0,7.65,1.3,10.75,1
2120,206.43,-0.282,0.135,0.034,15,0.713,0.038,-0.33,0.1,-1.055,0.058,,,0,7.75,1.2,10.75,1
